,BP,CVX,XOM,XOM.1,RDS.A,RDS.B,AMX,CX,FMX,ALFAA,PAC,BIMBOA,GISSAA,ANB,SANMEXB,SIEN,AZTECACPO,TV,WALMEX,DATE
79,68.0589473684,57.2615789474,60.4115789474,60.4115789474,62.8331578947,65.8,16.94,59.5848,26.7015789474,5.72388888889,28.67,9.21111111111,12.51,,9.201,,,20.3425,43.64,2006-02-01
80,68.1791304348,56.7034782609,60.6226086957,60.6226086957,61.6608695652,64.382173913,17.265,60.6397173913,29.4552173913,5.78363636364,31.4047826087,9.09818181818,12.1868421053,,9.30476190476,,,19.4269565217,29.4404545455,2006-03-01
81,73.0810526316,59.83,62.6889473684,62.6889473684,66.7426315789,70.0694736842,17.3289473684,64.3764368421,29.9994736842,5.88111111111,31.0184210526,8.98944444444,11.4214285714,,8.38388888889,,,20.6942105263,30.6794444444,2006-04-01
82,73.0836363636,60.5104545455,62.1072727273,62.1072727273,67.3045454545,70.4022727273,18.4202272727,62.6533409091,30.5622727273,5.52428571429,34.9972727273,8.59285714286,10.9126315789,,9.25588235294,,,20.8127272727,32.0728571429,2006-05-01
83,67.7668181818,59.0104545455,59.2377272727,59.2377272727,63.9913636364,66.7490909091,15.7127272727,52.1575909091,26.7722727273,5.24863636364,30.4913636364,8.09954545455,10.6614285714,,10.3431818182,,,18.0813636364,29.0663636364,2006-06-01
84,70.449,65.3255,64.5665,64.5665,68.1435,71.0735,17.098,47.385385,28.5215,5.4715,31.215,8.6605,11.4045,,13.6052631579,,,18.991,32.9105,2006-07-01
85,69.7534782609,66.3882608696,69.1117391304,69.1117391304,70.6934782609,73.392173913,18.422826087,27.4904173913,30.4017391304,5.44391304348,31.6491304348,9.05043478261,12.5765217391,,14.1363636364,,,19.1356521739,36.0456521739,2006-08-01
86,65.8625,63.23,66.07,66.07,66.1395,68.352,19.05675,28.36,31.971,5.755,34.19,9.328,12.463,,13.7,,,20.2145,37.1495,2006-09-01
87,66.4181818182,65.0695454545,68.82,68.82,66.4804545455,68.6059090909,20.8427272727,30.3393909091,32.9045454545,6.06136363636,35.9763636364,9.88590909091,13.4281818182,,14.3659090909,,,23.2695454545,37.8772727273,2006-10-01
88,67.4052380952,69.5161904762,73.4766666667,73.4766666667,70.3152380952,72.1757142857,21.7814285714,30.3624142857,34.136047619,6.16,38.5095238095,10.9947368421,14.1842105263,,15.3947368421,,,24.940952381,39.2815789474,2006-11-01
89,67.6555,73.797,76.619,76.619,70.72,71.4335,22.248,31.57994,38.11885,6.90777777778,38.7195,12.5,15.0094444444,,15.5555555556,,,27.413,43.9883333333,2006-12-01
90,63.85,71.159,73.0065,73.0065,67.922,67.786,22.0895,32.887845,39.17615,7.324,39.93,13.658,15.479,,15.5,,,28.333,46.8495,2007-01-01
91,62.8368421053,71.8521052632,74.8610526316,74.8610526316,67.0078947368,66.7678947368,23.3178947368,34.8203263158,41.9752631579,7.45055555556,42.6594736842,13.8366666667,15.4183333333,,15.6666666667,,,29.0926315789,47.5,2007-02-01
92,61.5322727273,70.2113636364,72.4180454545,72.4180454545,65.0818181818,64.8218181818,22.6004545455,31.9741272727,36.5963636364,7.40857142857,41.6813636364,13.0057142857,14.8404761905,,16.3571428571,,,28.34,45.2761904762,2007-03-01
93,67.2815,77.0245,78.1615,78.1615,68.596,69.3595,25.5945,32.5505,37.033,8.06526315789,43.8845,14.2084210526,15.2926315789,,17.7105263158,,,30.129,46.6378947368,2007-04-01
94,67.635,80.5481818182,81.7627272727,81.7627272727,72.3590909091,73.7986363636,28.3481818182,33.605,38.3493954545,8.39095238095,48.7536363636,16.6328571429,15.5547619048,,18.5,,,29.0645454545,42.3423809524,2007-05-01
95,68.8671428571,82.35,83.67,83.67,77.8280952381,79.65,31.0252380952,37.3576190476,39.4695238095,8.5180952381,48.8314285714,17.1995238095,18.3371428571,,18.36256895,,,27.5480952381,42.1728571429,2007-06-01
96,73.0642857143,89.5642857143,88.5323809524,88.5323809524,82.4514285714,84.3042857143,31.6342857143,34.1637047619,38.4633333333,8.30571428571,51.1980952381,16.0076190476,19.1319047619,,17.565,,,27.5423809524,40.5057142857,2007-07-01
97,66.0634782609,84.1643478261,84.1773913043,84.1773913043,74.8417391304,75.1752173913,29.0606521739,30.1069565217,34.7908695652,7.71217391304,47.877826087,15.5039130435,18.3991304348,,19.2111111111,,,24.8426086957,37.7947826087,2007-08-01
98,69.3015842105,91.1821052632,89.6610526316,89.6610526316,81.8057894737,81.9194736842,31.0068421053,28.8124210526,34.4373684211,7.41315789474,50.5226315789,15.6352631579,18.6215789474,,16.5644444444,,,25.6026315789,39.9647368421,2007-09-01
99,73.6917391304,91.602173913,92.56,92.56,83.4956521739,83.1795652174,32.9973913043,30.2213521739,37.8873913043,7.49826086957,55.152173913,15.452173913,19.5547826087,,16.1452173913,,,25.1947826087,44.7930434783,2007-10-01
100,73.7780952381,86.8023809524,87.1547619048,87.1547619048,82.219047619,81.56,29.6988095238,25.9428571429,32.1695238095,7.05368421053,48.1714285714,14.7773684211,18.9842105263,,16.0,,,23.3742857143,39.7857894737,2007-11-01
101,73.913,91.7275,91.8545,91.8545,82.174,81.208,30.96475,25.856,35.0135,7.31052631579,46.4195,15.9015789474,18.7142105263,,16.4,,,24.349,40.3115789474,2007-12-01
102,67.6771428571,87.21,87.9671428571,87.9671428571,78.0233333333,76.6380952381,28.7564285714,23.8176190476,36.12,6.44904761905,43.0966666667,15.0523809524,17.7980952381,,20.0,,,22.1861904762,37.2423809524,2008-01-01
103,65.3545,83.522,85.8275,85.8275,70.6575,69.2415,30.4615,25.91667,40.812,6.54578947368,45.697,15.2115789474,17.8868421053,,,,,22.345,40.0510526316,2008-02-01
104,62.948,85.548,85.69,85.69,68.784,67.229,29.993,25.234615,40.5405,6.80777777778,44.341,15.3527777778,17.7644444444,,19.475,,,22.65,41.3027777778,2008-03-01
