,DATE,Cocoa,Corn,Cotton,Rubber,Sugar,BP,CVX,XOM,XOM.1,RDS.A,RDS.B,AMX,CX,FMX,ALFAA,PAC,BIMBOA,GISSAA,ANB,SANMEXB,SIEN,AZTECACPO,TV,WALMEX,TOTAL Diesel,TOTAL Magna,TOTAL Premium
176,2000-01-01,,,,,,56.64375,,41.51408,41.51408,,,,11.789375,14.575,,,,,,,,,15.66095,,1255097,2221120,263004
177,2000-02-01,,,,,,47.90625,,38.66604,38.66604,,,,10.898455,15.19313,,,,,,,,,18.503125,,1310000,2188110,267846
178,2000-03-01,,,,,,50.8369565217,,38.5958043478,38.5958043478,,,,11.9813565217,16.5396086957,,,,,,,,,18.8491956522,,1427792,2373716,299435
179,2000-04-01,,,,,,50.9802631579,,39.6842263158,39.6842263158,,,,10.6386210526,14.0615894737,,,,,,,,,15.4506736842,,1255183,2173674,286169
180,2000-05-01,,,,,,53.52095,,40.6617681818,40.6617681818,,,,10.1508136364,11.9577409091,,,,,,,,,14.2201772727,,1466113,2364216,318323
181,2000-06-01,,,,,,56.7926136364,,40.8929636364,40.8929636364,,,,10.2928272727,13.0399909091,,,,,,,,,15.7464681818,,1429526,2276041,309732
182,2000-07-01,,,,,,53.746875,,39.123855,39.123855,,,,11.829205,14.26698,,,,,,,,,16.963295,,1381452,2261085,319364
183,2000-08-01,,,,,,55.0054565217,,41.0625347826,41.0625347826,,,,11.1949217391,14.2104304348,,,,,,,,,16.0265130435,,1482271,2354665,342138
184,2000-09-01,,,,,,54.7565,,43.097925,43.097925,,,,10.9842,14.26809,,,,,,,,,15.777435,,1369123,2232374,308724
185,2000-10-01,,,,,,53.3355,,44.7047045455,44.7047045455,,,,9.82852727273,12.2983818182,,,,,,,,,12.7834681818,,1436269,2288980,326285
186,2000-11-01,,,,,,50.2229047619,,45.2921666667,45.2921666667,,,,9.87386190476,12.4608095238,,,,,,,,,12.8215238095,,1437190,2292897,333842
187,2000-12-01,,,,,,47.63145,,43.515925,43.515925,,,,9.02353,10.644635,,,,,,,,,11.869595,,1323183,2452291,369685
188,2001-01-01,,,,,,49.9247619048,,41.0733809524,41.0733809524,,,,9.65581428571,10.483152381,,,,,,,,,12.4776,,1349086,2318470,350080
189,2001-02-01,,,,,,50.84,,41.9347368421,41.9347368421,,,3.33012,10.0091052632,10.2290736842,,,,,,,,,11.6476315789,,1241098,2109095,314984
190,2001-03-01,,,,,,49.8495454545,,40.8095454545,40.8095454545,,,2.70215,10.6400818182,11.3307863636,,,,,,,,,9.26431818182,,1424121,2375984,368087
191,2001-04-01,,,,,,51.7595,,42.1195,42.1195,,,2.69632,10.676435,12.48701,,,,,,,,,9.002625,,1299273,2215900,354768
192,2001-05-01,,,,,,52.8840909091,,44.1945454545,44.1945454545,,,3.39048181818,11.8507409091,13.5437318182,,,,,,,,,10.3669318182,,1467755,2398071,392673
193,2001-06-01,,,,,,52.6728571429,,44.4580952381,44.4580952381,,,3.47874285714,12.5160285714,14.4239857143,,,,,,,,,10.2869047619,,1362574,2300162,375848
194,2001-07-01,,,,,,48.1542857143,,42.7752380952,42.7752380952,,,3.2761,13.0015904762,13.2859190476,,,,,,,,,9.69452380952,,1342120,2308345,389128
195,2001-08-01,,,,,,51.1691304348,,40.9956521739,40.9956521739,,,3.11470434783,12.8079,13.1416391304,,,,,,,,,9.78391304348,,1375128,2358974,407866
196,2001-09-01,,,,,,47.884,,38.7913333333,38.7913333333,,,2.30014,10.6352533333,10.3145666667,,,,,,,,,7.46416666667,,1213582,2152748,365011
197,2001-10-01,,,,,,49.3773913043,44.4640625,40.7691304348,40.7691304348,,,2.4476173913,11.0445173913,10.1693826087,,,,,,,,,7.65913043478,,1380755,2376378,411276
198,2001-11-01,,,,,,46.1780952381,43.2566666667,38.5852380952,38.5852380952,,,2.66946666667,11.3981285714,10.8757857143,,,,,,,,,8.66178571429,,1324354,2289326,394701
199,2001-12-01,,,,,,44.8515,43.56425,38.1485,38.1485,,,3.14493,12.29711,11.784215,,,,,,,,,9.9615,,1287280,2448889,443057
200,2002-01-01,,,,,,45.3395238095,43.9011904762,38.9880952381,38.9880952381,,,3.25073809524,12.3649238095,12.6551238095,,,,,,,,,10.9327380952,,1266391,2329701,421879
201,2002-02-01,,,,,,47.7578947368,41.5215789474,39.2736842105,39.2736842105,,,3.03907894737,11.9572315789,13.1775105263,,,,,,,,,10.4723684211,,1163352,2093195,370774
202,2002-03-01,,,,,,51.994,44.45175,43.303,43.303,,,3.2883,13.661775,14.686815,,,,,,,,,11.654625,,1243249,2282447,420559
203,2002-04-01,,,,,,51.4718181818,43.5315909091,42.0686363636,42.0686363636,,,3.17909090909,14.8568590909,15.6644909091,,,,,,,,,11.7340909091,,1304531,2274845,430373
204,2002-05-01,,,,,,51.2986363636,44.2463636364,39.9940909091,39.9940909091,,,3.07889090909,14.9656909091,15.1080727273,,,,,,,,,10.7975,,1355640,2397041,490281
0,2002-06-01,16528.65,929.68,4.34,3.8,0.52,48.789,43.52925,39.5675,39.5675,,,2.456625,13.57644,13.41908,,,,,,,,,9.848875,,1280501,2182239,443882
1,2002-07-01,18293.72,974.3,4.56,3.69,0.57,45.9113636364,39.5443181818,36.3563636364,36.3563636364,,,2.26925,12.2390681818,13.2960909091,,,,,,,,,8.56931818182,,1396257,2372359,502213
2,2002-08-01,19271.41,1080.88,4.85,3.85,0.58,47.075,37.6738636364,35.6136363636,35.6136363636,,,2.22383181818,11.38965,12.5833181818,,,,,,,,,7.64704545455,,1364556,2361050,500692
3,2002-09-01,21818.04,1146.97,4.93,4.07,0.65,42.174,36.0725,33.4315,33.4315,,,2.24243,10.48245,12.14351,,,,,,,,,7.065,,1250660,2175618,452675
4,2002-10-01,22235.56,1107.49,5.01,3.79,0.71,40.0239130435,36.0234782609,34.3747826087,34.3747826087,,,2.18297826087,9.85827826087,12.4504347826,,,,,,,,,6.77543478261,,1441192,2386913,497473
5,2002-11-01,18604.79,1107.59,5.33,3.88,0.74,38.553,33.78075,34.6085,34.6085,,,2.298215,10.496635,11.99666,,,,,,,,,7.07225,,1339654,2302422,467856
6,2002-12-01,20716.64,1094.43,5.65,3.93,0.77,39.7666666667,33.6445238095,35.1071428571,35.1071428571,,,2.45842857143,10.8120428571,12.5198428571,,,,,,,,,7.31880952381,,1384255,2564996,592032
7,2003-01-01,23259.97,1123.1,6.02,4.37,0.84,38.939047619,33.3645238095,34.4266666667,34.4266666667,,43.9342857143,7.33595238095,20.3054,11.7488809524,,,,,,,,,6.98928571429,,1340206,2393649,534655
8,2003-02-01,24393.7,1159.78,6.4,4.89,0.91,38.5542105263,32.1265789474,33.7852631579,33.7852631579,,40.6815789474,6.75684210526,17.1351157895,10.6501842105,,,,,,,,,6.06802631579,,1285671,2198401,490812
9,2003-03-01,21713.91,1146.46,6.66,5.26,0.86,39.0804761905,32.4807142857,35.0495238095,35.0495238095,,41.0885714286,6.86738095238,16.8250857143,10.8474666667,,,,,,,,,6.1969047619,,1419415,2382326,540157
10,2003-04-01,20464.72,1114.78,6.44,4.79,0.77,38.8080952381,32.0919047619,35.0314285714,35.0314285714,,42.8185714286,7.63119047619,18.9890142857,11.6123714286,,,,,,,,,6.97666666667,,1417276,2380815,562308
11,2003-05-01,17751.96,1106.87,5.93,4.65,0.72,40.6433333333,33.865,35.6680952381,35.6680952381,,45.1724761905,8.8269047619,20.8360809524,12.7811190476,,,,,,,,,7.51761904762,,1530601,2483010,589285
12,2003-06-01,16588.05,1123.9,6.15,4.91,0.67,43.2642857143,36.9288095238,37.2076190476,37.2076190476,,47.8471428571,9.14,21.3869095238,13.8012666667,,,,,,,,,8.43285714286,,1454170,2314879,553652
13,2003-07-01,16269.67,1020.05,6.29,4.77,0.7,40.9440909091,36.1456818182,35.615,35.615,,44.9277272727,10.2181818182,22.2233454545,13.1721136364,,,,,,,,,8.87306818182,,1505534,2475260,605923
14,2003-08-01,16878.42,1081.46,6.52,5.14,0.72,42.1228571429,36.2052380952,36.59,36.59,,45.1617714286,11.1692857143,23.1039428571,12.4730142857,,,,,,,,,9.22214285714,,1388549,2372089,574630
15,2003-09-01,17756.65,1127.63,7.01,5.51,0.68,42.6333333333,36.3645238095,37.469047619,37.469047619,,45.0457142857,11.6661904762,24.550147619,12.5042809524,,,,,,,,,9.4505952381,,1340344,2354807,560255
16,2003-10-01,16557.43,1164.08,8.11,6.58,0.68,43.2456521739,36.8076086957,37.9504347826,37.9504347826,,45.267826087,11.512173913,22.8102869565,12.1414391304,,,,,,,,,9.2075,,1498806,2475165,591717
17,2003-11-01,16825.9,1203.77,8.57,6.48,0.69,42.6157894737,37.1231578947,35.8578947368,35.8578947368,,44.3752631579,12.6697368421,24.0226842105,11.9161315789,,,,,,,,,10.1464473684,,1396847,2325125,560548
18,2003-12-01,18521.7,1259.62,8.28,6.45,0.71,46.3472727273,40.4313636364,38.525,38.525,,48.7227272727,13.2995454545,24.2924909091,11.7087954545,,,,,,,,,9.79045454545,,1514747,2721835,675007
19,2004-01-01,17754.26,1256.36,8.32,6.28,0.66,48.955,43.10875,40.957,40.957,,48.461,15.711,26.70489,13.57433,,,,,,,,,10.62875,,1333408,2463103,610066
20,2004-02-01,17249.19,1353.75,8.14,6.48,0.65,48.1405263158,43.4063157895,41.5752631579,41.5752631579,,47.14,17.2239473684,27.6816894737,14.7575526316,,,,,,,,,10.7823684211,,1300619,2277310,561037
21,2004-03-01,16550.16,1412.85,7.95,6.74,0.72,49.5717391304,44.062173913,41.692173913,41.692173913,,47.5930434783,18.5182608696,27.7212521739,15.9885391304,,,,,,,,,10.8717391304,,1512010,2582168,645626
22,2004-04-01,16228.51,1507.81,7.85,7.11,0.78,53.1033333333,45.3414285714,42.84,42.84,,48.3404761905,18.9604761905,28.6330857143,15.9607857143,,,,,,,,,11.46,,1420813,2446412,636693
23,2004-05-01,16274.43,1489.19,8.07,7.15,0.76,52.855,45.66625,43.119,43.119,,50.053,17.0955,26.976615,14.47,,,,,,,,,10.446125,,1477920,2484446,634199
24,2004-06-01,15994.64,1403.15,7.36,7.15,0.86,53.5919047619,46.1169047619,44.2904761905,44.2904761905,,51.9388235294,15.7698904762,25.6585714286,14.7795761905,,,,,,,,,10.9283333333,,1511254,2521258,630205
25,2004-07-01,17973.57,1197.73,6.54,6.8,0.94,54.5880952381,47.0978571429,45.4461904762,45.4461904762,,51.388125,15.1447714286,24.1083619048,14.6761809524,,,,,,,,,11.2330952381,,1505472,2592114,639443
26,2004-08-01,19688.74,1185.89,6.09,6.51,0.9,54.1981818182,47.5075,45.3336363636,45.3336363636,,50.7605555556,14.9283681818,24.6968454545,14.2893818182,,,,,,,,,11.7213636364,,1477540,2516394,616019
27,2004-09-01,17705.61,1123.13,6.51,6.61,1.0,55.9980952381,51.6407142857,47.7614285714,47.7614285714,,52.189375,15.5952761905,24.8692666667,14.7725190476,,,,,,,,,12.3566666667,,1447918,2496194,594266
28,2004-10-01,16952.6,1066.76,6.0,6.69,1.02,58.7247619048,53.7752380952,49.0728571429,49.0728571429,,53.1396421053,18.8570714286,26.1451190476,14.8219,,,,,,,,,13.5480952381,,1506029,2541992,580474
29,2004-11-01,18967.68,1067.55,5.61,6.51,0.99,59.7685714286,53.7066666667,50.1723809524,50.1723809524,,56.7957142857,22.2561904762,29.4061904762,15.2419047619,,,,,,,,,14.5395238095,,1534425,2596189,591305
30,2004-12-01,18747.46,1071.33,5.45,6.16,0.99,59.0204545455,52.6113636364,50.6827272727,50.6827272727,,58.7386363636,24.8881818182,33.401,17.0586363636,,,,,,,,,14.9254545455,,1562894,2899271,677183
31,2005-01-01,17447.26,1080.46,5.77,6.1,1.0,57.9895,52.2945,50.6885,50.6885,,59.0365,25.2525,34.7468,17.48665,,,,,,,,,14.584,,1408853,2556752,583748
32,2005-02-01,19157.86,1051.34,5.81,6.42,1.04,62.3747368421,58.2652631579,57.4378947368,57.4378947368,,63.4736842105,28.2134210526,37.4862473684,18.9126315789,,,,,,,,,15.7384210526,,1363415,2407047,546221
33,2005-03-01,19662.63,1114.05,6.27,6.72,0.99,64.0459090909,59.4990909091,61.0868181818,61.0868181818,,65.0495454545,27.2754545455,37.5245454545,18.7890909091,,,,,,,,,15.1963636364,,1528038,2748068,637507
34,2005-04-01,17621.22,1070.97,6.33,6.7,0.95,61.6323809524,54.5280952381,59.0566666667,59.0566666667,,63.257,25.425952381,34.8121428571,17.3995238095,5.56857142857,,7.2380952381,19.9417647059,,8.01666666667,,,14.0057142857,38.62,1565928,2614552,578138
35,2005-05-01,16557.59,1045.04,6.13,6.8,0.93,60.4523809524,52.6671428571,55.8242857143,55.8242857143,,61.4361904762,26.9938095238,35.9471428571,17.4952380952,5.97,,7.57380952381,18.1525,,6.94444444444,,,14.5642857143,40.6552380952,1578987,2684219,612812
36,2005-06-01,16654.56,1056.02,5.84,7.17,0.98,62.78,56.58,58.59,58.59,,64.2190909091,29.3013727273,39.4918181818,19.0971363636,6.20545454545,,7.80818181818,15.56,,6.73909090909,,,15.2472727273,44.0727272727,1574637,2686610,599992
37,2005-07-01,15912.47,1129.03,5.88,8.25,1.03,65.65,57.557,59.203,59.203,61.1275,65.6365,23.6745,42.674,20.8905,6.2845,,8.2555,14.9095,,8.441,,,16.3205,46.844,1542265,2647255,583352
