,AMX,CX,FMX,ALFAA,PAC,BIMBOA,GISSAA,ANB,SANMEXB,SIEN,AZTECACPO,TV,WALMEX
2004-05-10,15.675,25.2692,13.8933,,,,,,,,,9.8075,
2004-05-11,16.715,25.625,14.11,,,,,,,,,10.15,
2004-05-12,16.78,25.6731,13.84,,,,,,,,,10.06,
2004-05-13,16.74,26.02,13.9,,,,,,,,,10.22,
2004-05-14,16.9,26.63,15.1,,,,,,,,,10.4,
2004-05-17,16.46,25.85,14.62,,,,,,,,,10.2,
2004-05-18,16.86,26.52,14.82,,,,,,,,,9.91,
2004-05-19,17.13,26.73,15.03,,,,,,,,,10.22,
2004-05-20,16.99,27.09,14.98,,,,,,,,,10.16,
2004-05-21,16.93,27.12,14.95,,,,,,,,,10.2,
2004-05-24,17.26,27.21,13.93,,,,,,,,,10.44,
2004-05-25,17.5,28.07,14.28,,,,,,,,,10.6,
2004-05-26,17.66,27.83,14.33,,,,,,,,,10.6,
2004-05-27,17.87,28.24,14.38,,,,,,,,,10.57,
2004-05-28,17.52,28.21,14.31,,,,,,,,,10.56,
2004-06-01,17.43,28.27,14.3,,,,,,,,,10.69,
2004-06-02,17.24,28.44,14.34,,,,,,,,,10.7,
2004-06-03,5.7043,13.8798,14.2657,,,,,,,,,10.585,
2004-06-04,17.8,28.31,14.36,,,,,,,,,10.64,
2004-06-07,18.67,28.9,14.64,,,,,,,,,11.01,
2004-06-08,18.86,28.43,14.7,,,,,,,,,11.0,
2004-06-09,18.3,28.22,14.46,,,,,,,,,10.82,
2004-06-10,6.1538,14.1923,14.5854,,,,,,,,,10.77,
2004-06-14,17.8,28.12,14.22,,,,,,,,,10.58,
2004-06-15,18.16,28.84,14.37,,,,,,,,,10.86,
2004-06-16,18.09,28.41,14.36,,,,,,,,,10.74,
2004-06-17,6.0606,14.2692,14.4356,,,,,,,,,10.925,
2004-06-18,18.54,28.59,14.53,,,,,,,,,11.07,
2004-06-21,18.35,28.97,15.0,,,,,,,,,11.02,
2004-06-22,18.11,28.94,15.27,,,,,,,,,11.06,
2004-06-23,17.95,28.51,15.34,,,,,,,,,11.05,
2004-06-24,6.029,14.1587,15.6244,,,,,,,,,11.215,
2004-06-25,18.12,28.43,15.57,,,,,,,,,11.23,
2004-06-28,17.82,27.66,15.37,,,,,,,,,11.07,
2004-06-29,17.8,27.31,15.35,,,,,,,,,11.14,
2004-06-30,18.18,27.98,15.28,,,,,,,,,11.32,
2004-07-01,6.0423,13.9471,15.2514,,,,,,,,,11.3025,
2004-07-02,18.26,27.71,15.25,,,,,,,,,11.37,
2004-07-06,18.05,27.48,15.34,,,,,,,,,11.19,
2004-07-07,17.96,26.99,14.92,,,,,,,,,11.12,
2004-07-08,6.009,13.3462,14.7219,,,,,,,,,11.02,
2004-07-09,17.98,27.23,14.86,,,,,,,,,11.11,
2004-07-12,18.1,27.37,15.02,,,,,,,,,11.17,
2004-07-13,18.01,27.28,14.78,,,,,,,,,11.12,
2004-07-14,17.68,27.08,14.76,,,,,,,,,11.02,
2004-07-15,5.8275,13.7548,14.5821,,,,,,,,,10.955,
2004-07-16,17.95,27.91,14.4,,,,,,,,,11.01,
2004-07-19,18.26,27.27,14.46,,,,,,,,,10.9,
2004-07-20,18.38,27.38,14.33,,,,,,,,,10.99,
2004-07-21,17.92,27.26,14.41,,,,,,,,,10.99,
2004-07-22,6.0206,13.5337,14.5188,,,,,,,,,11.125,
2004-07-23,17.83,27.2,14.42,,,,,,,,,11.0,
2004-07-26,17.85,27.29,14.24,,,,,,,,,10.95,
2004-07-27,18.39,27.91,14.42,,,,,,,,,11.8,
2004-07-28,17.74,27.58,14.43,,,,,,,,,12.04,
2004-07-29,5.9208,13.6538,14.4356,,,,,,,,,11.9625,
2004-07-30,17.86,27.1,14.65,,,,,,,,,11.75,
2004-08-02,18.03,27.43,14.77,,,,,,,,,11.83,
2004-08-03,17.62,27.73,14.82,,,,,,,,,11.78,
2004-08-04,16.84,27.65,14.75,,,,,,,,,11.68,
2004-08-05,5.701,13.726,14.5821,,,,,,,,,11.7875,
2004-08-06,16.72,26.55,14.3,,,,,,,,,11.57,
2004-08-09,16.41,26.5,14.19,,,,,,,,,11.46,
2004-08-10,16.63,26.87,14.01,,,,,,,,,11.7,
2004-08-11,16.34,26.48,13.83,,,,,,,,,11.56,
2004-08-12,5.4795,13.1346,13.8128,,,,,,,,,11.4625,
2004-08-13,16.39,26.25,13.8,,,,,,,,,11.47,
2004-08-16,16.84,26.6,14.08,,,,,,,,,11.55,
2004-08-17,17.2,26.92,14.11,,,,,,,,,11.71,
2004-08-18,17.22,27.26,14.09,,,,,,,,,11.76,
2004-08-19,5.7409,13.6731,14.1159,,,,,,,,,11.6625,
2004-08-20,17.26,27.64,14.42,,,,,,,,,11.74,
2004-08-23,17.12,27.68,14.45,,,,,,,,,11.66,
2004-08-24,17.15,27.63,14.35,,,,,,,,,11.68,
2004-08-25,17.12,27.64,14.33,,,,,,,,,11.87,
2004-08-26,5.6527,13.8269,14.3856,,,,,,,,,11.8575,
2004-08-27,16.94,27.69,14.4,,,,,,,,,12.06,
2004-08-30,16.9,27.25,14.36,,,,,,,,,11.99,
2004-08-31,17.12,27.2,14.41,,,,,,,,,12.03,
2004-09-01,17.4,27.71,14.55,,,,,,,,,12.09,
2004-09-02,5.7409,13.8173,14.4822,,,,,,,,,12.15,
2004-09-03,17.0,27.5,14.61,,,,,,,,,11.93,
2004-09-07,17.27,27.68,14.52,,,,,,,,,11.91,
2004-09-08,17.65,27.57,14.43,,,,,,,,,11.9,
2004-09-09,5.9774,13.7837,14.6054,,,,,,,,,11.98,
2004-09-10,18.5,27.38,14.65,,,,,,,,,11.95,
2004-09-13,18.38,28.51,14.69,,,,,,,,,11.88,
2004-09-14,18.53,29.12,15.11,,,,,,,,,11.95,
2004-09-15,18.56,28.53,14.99,,,,,,,,,12.17,
2004-09-16,6.272,14.5144,15.0183,,,,,,,,,12.275,
2004-09-17,19.23,29.46,15.08,,,,,,,,,12.4,
2004-09-20,19.26,29.33,14.99,,,,,,,,,12.45,
2004-09-21,19.27,30.0,15.0,,,,,,,,,12.58,
2004-09-22,19.0,29.38,14.92,,,,,,,,,12.53,
2004-09-23,6.302,14.4904,14.8851,,,,,,,,,12.5575,
2004-09-24,18.98,29.03,14.95,,,,,,,,,12.67,
2004-09-27,18.98,26.88,14.71,,,,,,,,,12.64,
2004-09-28,19.25,26.78,14.62,,,,,,,,,13.075,
2004-09-29,19.45,27.26,14.7,,,,,,,,,13.22,
2004-09-30,6.4985,13.5288,14.7119,,,,,,,,,13.1825,
2004-10-01,20.0,27.45,14.91,,,,,,,,,13.38,
2004-10-04,20.51,28.08,15.0,,,,,,,,,13.56,
2004-10-05,20.3,27.93,15.07,,,,,,,,,13.6,
2004-10-06,19.9,28.61,15.06,,,,,,,,,13.83,
2004-10-07,6.6367,14.226,15.1282,,,,,,,,,13.76,
2004-10-08,19.6,27.79,15.13,,,,,,,,,13.48,
2004-10-11,19.58,27.71,15.08,,,,,,,,,13.5,
2004-10-12,6.5318,13.7115,14.9117,,,,,,,,,13.68,
2004-10-13,19.58,26.61,14.95,,,,,,,,,13.5,
2004-10-14,19.26,27.02,14.88,,,,,,,,,13.32,
2004-10-15,19.54,27.13,14.78,,,,,,,,,13.32,
2004-10-18,19.74,26.92,14.72,,,,,,,,,13.35,
2004-10-19,19.88,26.59,14.58,,,,,,,,,13.4,
2004-10-20,20.0,26.37,14.56,,,,,,,,,13.31,
2004-10-21,19.82,27.18,14.67,,,,,,,,,13.68,
2004-10-22,19.63,27.53,14.59,,,,,,,,,13.8,
2004-10-25,19.42,27.16,14.63,,,,,,,,,13.44,
2004-10-26,20.75,27.64,14.65,,,,,,,,,13.51,
2004-10-27,21.88,28.01,14.61,,,,,,,,,13.68,
2004-10-28,21.44,27.51,14.65,,,,,,,,,13.66,
2004-10-29,22.0,27.87,14.7,,,,,,,,,13.75,
2004-11-01,22.22,27.94,14.65,,,,,,,,,13.94,
2004-11-02,21.93,28.0,14.69,,,,,,,,,14.0,
2004-11-03,22.49,28.4,14.8,,,,,,,,,14.12,
2004-11-04,22.9,28.74,15.23,,,,,,,,,14.27,
2004-11-05,22.43,28.75,15.27,,,,,,,,,14.04,
2004-11-08,21.98,29.0,15.24,,,,,,,,,13.79,
2004-11-09,22.1,28.84,15.19,,,,,,,,,13.92,
2004-11-10,22.14,28.41,15.36,,,,,,,,,13.96,
2004-11-11,22.34,29.1,15.43,,,,,,,,,14.37,
2004-11-12,22.34,29.35,15.33,,,,,,,,,14.5,
2004-11-15,22.1,29.71,15.23,,,,,,,,,14.56,
2004-11-16,22.02,29.53,15.25,,,,,,,,,14.59,
2004-11-17,22.25,30.18,15.26,,,,,,,,,14.68,
2004-11-18,22.24,29.94,15.19,,,,,,,,,14.81,
2004-11-19,21.55,29.59,15.05,,,,,,,,,14.71,
2004-11-22,21.78,29.73,15.13,,,,,,,,,14.75,
2004-11-23,21.68,29.94,15.13,,,,,,,,,14.83,
2004-11-24,21.94,30.29,15.4,,,,,,,,,15.03,
2004-11-26,22.4,30.55,15.5,,,,,,,,,15.39,
2004-11-29,23.19,30.57,15.82,,,,,,,,,15.5,
2004-11-30,23.36,30.97,15.93,,,,,,,,,15.57,
2004-12-01,23.63,32.22,16.2,,,,,,,,,15.66,
2004-12-02,23.24,32.0,16.49,,,,,,,,,15.35,
2004-12-03,23.68,32.12,16.5,,,,,,,,,15.12,
2004-12-06,24.26,32.2,16.46,,,,,,,,,15.0,
2004-12-07,24.1,31.962,16.5,,,,,,,,,14.93,
2004-12-08,23.74,31.92,16.59,,,,,,,,,14.84,
2004-12-09,23.46,31.98,16.67,,,,,,,,,14.55,
2004-12-10,23.79,32.45,16.68,,,,,,,,,14.38,
2004-12-13,24.06,32.55,16.73,,,,,,,,,14.69,
2004-12-14,25.0,32.64,16.85,,,,,,,,,14.86,
2004-12-15,25.16,33.15,17.23,,,,,,,,,14.9,
2004-12-16,25.02,33.37,17.48,,,,,,,,,14.79,
2004-12-17,25.43,33.51,17.33,,,,,,,,,14.76,
2004-12-20,25.34,33.93,17.34,,,,,,,,,14.78,
2004-12-21,25.72,34.46,17.43,,,,,,,,,14.78,
2004-12-22,25.74,34.61,17.58,,,,,,,,,14.79,
2004-12-23,25.76,34.91,17.57,,,,,,,,,14.8,
2004-12-27,25.95,34.8,17.53,,,,,,,,,14.78,
2004-12-28,25.92,34.92,17.32,,,,,,,,,15.18,
2004-12-29,26.13,35.0,17.63,,,,,,,,,15.2,
2004-12-30,26.23,35.1,17.64,,,,,,,,,15.1,
2004-12-31,26.18,35.02,17.54,,,,,,,,,15.12,
2005-01-03,26.72,34.84,17.63,,,,,,,,,14.96,
2005-01-04,25.54,34.44,17.57,,,,,,,,,14.48,
2005-01-05,24.97,33.57,17.39,,,,,,,,,14.46,
2005-01-06,25.1,33.62,17.243,,,,,,,,,14.5,
2005-01-07,24.72,33.42,17.08,,,,,,,,,14.39,
2005-01-10,24.45,33.98,17.18,,,,,,,,,14.45,
2005-01-11,23.94,33.97,17.02,,,,,,,,,14.14,
2005-01-12,24.22,34.57,17.07,,,,,,,,,14.43,
2005-01-13,24.6,34.68,17.2,,,,,,,,,14.32,
2005-01-14,25.29,35.606,17.62,,,,,,,,,14.71,
2005-01-18,25.85,35.89,17.77,,,,,,,,,15.1,
2005-01-19,26.08,35.43,17.93,,,,,,,,,15.08,
2005-01-20,24.86,34.78,17.69,,,,,,,,,14.68,
2005-01-21,24.74,34.71,17.63,,,,,,,,,14.44,
2005-01-24,24.66,34.41,17.63,,,,,,,,,14.45,
2005-01-25,25.14,34.61,17.46,,,,,,,,,14.39,
2005-01-26,25.84,35.11,17.52,,,,,,,,,14.83,
2005-01-27,25.54,35.58,17.59,,,,,,,,,14.62,
2005-01-28,26.26,35.68,17.59,,,,,,,,,14.54,
2005-01-31,26.53,36.04,17.92,,,,,,,,,14.71,
2005-02-01,27.2,37.05,18.32,,,,,,,,,15.2,
2005-02-02,27.42,37.34,18.37,,,,,,,,,15.33,
2005-02-03,27.72,36.96,18.45,,,,,,,,,15.31,
2005-02-04,28.08,37.19,18.73,,,,,,,,,15.58,
2005-02-07,28.18,37.06,18.77,,,,,,,,,15.7,
2005-02-08,27.82,37.38,18.78,,,,,,,,,15.7,
2005-02-09,28.495,37.28,18.76,,,,,,,,,15.65,
2005-02-10,28.08,37.38,19.0,,,,,,,,,15.93,
2005-02-11,28.05,37.55,18.95,,,,,,,,,15.92,
2005-02-14,27.94,37.57,18.77,,,,,,,,,15.66,
2005-02-15,28.51,37.5,18.67,,,,,,,,,15.91,
2005-02-16,28.47,37.19,18.74,,,,,,,,,15.87,
2005-02-17,28.32,37.34,19.46,,,,,,,,,15.87,
2005-02-18,27.94,37.346,19.06,,,,,,,,,15.76,
2005-02-22,28.02,37.31,18.6,,,,,,,,,15.73,
2005-02-23,28.08,37.38,18.97,,,,,,,,,15.8,
2005-02-24,28.88,37.59,19.3,,,,,,,,,15.86,
2005-02-25,29.45,39.39,19.5,,,,,,,,,16.14,
2005-02-28,29.4,38.4327,20.14,,,,,,,,,16.11,
2005-03-01,29.22,37.85,20.29,,,,,,,,,16.29,
2005-03-02,28.88,38.77,19.96,,,,,,,,,16.39,
2005-03-03,28.91,38.9,19.78,,,,,,,,,16.3,
2005-03-04,28.94,40.36,19.7,,,,,,,,,16.32,
2005-03-07,29.25,40.69,19.92,,,,,,,,,16.29,
2005-03-08,28.44,40.61,19.87,,,,,,,,,16.15,
2005-03-09,28.22,40.08,19.87,,,,,,,,,15.94,
2005-03-10,27.84,38.98,19.47,,,,,,,,,15.25,
2005-03-11,28.26,39.05,19.18,,,,,,,,,15.39,
2005-03-14,27.35,38.22,18.76,,,,,,,,,15.02,
2005-03-15,26.99,37.83,18.63,,,,,,,,,14.78,
2005-03-16,26.52,36.89,18.33,,,,,,,,,14.82,
2005-03-17,27.12,36.57,18.36,,,,,,,,,15.0,
2005-03-18,27.0,36.32,18.12,,,,,,,,,14.95,
2005-03-21,26.62,35.93,18.24,,,,,,,,,14.88,
2005-03-22,26.52,36.26,18.12,,,,,,,,,14.66,
2005-03-23,25.28,35.75,17.86,,,,,,,,,14.12,
2005-03-24,26.04,36.19,17.93,,,,,,,,,14.15,
2005-03-28,25.68,35.66,17.89,,,,,,,,,14.14,
2005-03-29,25.3,35.13,17.51,,,,,,,,,14.16,
2005-03-30,25.88,34.64,17.72,,,,,,,,,14.62,
2005-03-31,25.8,34.86,17.85,,,,,,,,,14.7,
2005-04-01,26.06,35.43,18.12,6.0,,7.5,,,8.88,,,14.72,39.76
2005-04-04,25.82,35.31,17.88,6.08,,7.25,19.0,,,,,14.44,39.04
2005-04-05,25.52,34.73,17.81,5.9,,6.6,22.0,,,,,14.19,38.11
2005-04-06,24.925,34.89,17.51,5.56,,7.07,21.9,,,,,13.88,37.83
2005-04-07,25.9,35.56,17.55,5.66,,7.55,21.75,,,,,14.09,38.28
2005-04-08,25.84,35.63,17.4,5.67,,7.5,21.65,,,,,14.12,38.3
2005-04-11,25.62,35.58,17.22,5.69,,7.5,21.6,,,,,13.97,37.98
2005-04-12,26.28,36.12,17.3,5.62,,7.5,21.4,,,,,14.02,37.95
2005-04-13,26.18,35.865,17.31,5.53,,7.5,,,,,,13.96,37.95
2005-04-14,25.47,34.75,17.2,5.25,,7.34,20.8,,,,,13.6,38.07
2005-04-15,25.1,33.99,16.97,5.05,,7.05,20.3,,,,,13.25,37.92
2005-04-18,24.25,33.9,17.1,4.99,,6.87,17.5,,,,,13.19,37.98
2005-04-19,25.0,34.39,17.46,5.18,,6.98,20.0,,8.88,,,13.87,38.56
2005-04-20,24.22,33.67,17.23,5.21,,6.94,17.01,,8.88,,,13.68,38.55
2005-04-21,24.62,34.29,17.45,5.34,,7.12,,,8.88,,,14.04,39.08
2005-04-22,24.74,33.06,17.25,5.59,,7.05,20.0,,8.88,,,13.86,38.92
2005-04-25,26.12,34.91,17.48,5.8,,7.21,,,,,,14.39,38.9
2005-04-26,26.49,35.53,17.49,5.84,,7.55,20.0,,7.0,,,14.62,39.13
2005-04-27,25.9,34.79,17.42,5.76,,7.48,19.0,,8.75,,,14.25,39.41
2005-04-28,25.07,34.04,17.22,5.62,,7.24,18.9,,6.0,,,13.94,39.55
2005-04-29,24.82,34.62,17.02,5.6,,7.2,16.2,,6.0,,,14.04,39.75
2005-05-02,25.18,35.35,17.05,5.64,,7.36,19.0,,6.0,,,14.03,41.17
2005-05-03,24.98,35.77,17.0,5.61,,7.51,,,6.0,,,14.11,39.56
2005-05-04,26.12,36.81,17.37,5.71,,7.9,19.0,,,,,14.5,40.22
2005-05-05,25.98,36.92,17.34,5.6,,7.87,18.8,,,,,14.56,39.91
2005-05-06,26.28,36.0,17.46,5.64,,7.72,18.9,,,,,14.55,40.64
2005-05-09,25.8,35.68,17.43,5.67,,7.54,18.85,,,,,14.61,40.67
2005-05-10,25.59,35.5,17.29,5.6,,7.48,18.5,,,,,14.4,40.64
2005-05-11,26.14,35.24,17.21,5.64,,7.59,18.4,,,,,14.3,40.0
2005-05-12,26.47,35.28,17.26,5.73,,7.42,18.4,,,,,14.18,39.72
2005-05-13,26.02,34.86,17.08,5.68,,7.53,18.3,,7.0,,,13.94,39.12
2005-05-16,26.44,35.2,17.22,5.82,,7.52,18.3,,6.5,,,14.03,39.42
2005-05-17,26.7,35.1,17.14,5.99,,7.4,18.3,,9.0,,,14.17,39.58
2005-05-18,27.92,35.92,17.2,6.18,,7.5,18.3,,6.5,,,14.64,40.01
2005-05-19,28.02,35.87,17.47,6.31,,7.48,18.5,,6.5,,,14.79,40.5
2005-05-20,28.2,35.61,17.58,6.4,,7.6,18.5,,6.5,,,14.94,41.28
2005-05-23,28.48,36.16,17.87,6.46,,7.69,17.5,,,,,14.94,41.68
2005-05-24,28.4,36.8,17.85,6.39,,7.6,17.5,,,,,15.24,41.78
2005-05-25,28.5,36.38,17.84,6.4,,7.62,17.3,,,,,14.79,42.24
2005-05-26,28.46,36.88,18.17,6.36,,7.61,17.0,,,,,15.0,42.22
2005-05-27,28.85,36.83,18.32,6.31,,7.67,17.0,,8.5,,,15.13,42.09
2005-05-30,,,,6.33,,7.7,14.7,,,,,,42.34
2005-05-31,28.34,36.73,18.25,6.23,,7.44,16.7,,,,,15.0,41.31
2005-06-01,28.8002,37.43,18.35,6.27,,7.56,16.7,,,,,15.03,42.39
2005-06-02,29.14,38.17,18.64,6.12,,7.78,16.6,,,,,15.21,43.68
2005-06-03,28.48,37.29,18.44,6.09,,7.79,16.5,,6.5,,,15.1,43.91
2005-06-06,28.34,38.24,18.29,6.05,,7.82,14.7,,6.5,,,14.92,44.09
2005-06-07,28.01,38.72,18.35,6.07,,7.89,16.5,,6.5,,,14.94,43.57
2005-06-08,28.16,38.19,18.57,6.12,,7.72,14.71,,6.5,,,14.95,43.75
2005-06-09,28.48,38.81,18.78,6.3,,7.79,16.0,,6.5,,,14.93,44.0
2005-06-10,28.38,38.8,18.82,6.37,,7.85,15.91,,6.5,,,14.92,44.08
2005-06-13,28.65,39.13,19.0,6.31,,7.92,15.6,,6.5,,,14.93,44.29
2005-06-14,29.52,39.86,19.1,6.26,,7.84,15.51,,6.5,,,15.18,43.72
2005-06-15,29.96,39.79,19.2,6.27,,7.84,15.4,,7.8,,,15.33,44.2
2005-06-16,29.88,40.37,19.35,6.32,,7.85,15.45,,6.5,,,15.49,44.88
2005-06-17,30.32,40.79,19.52,6.34,,7.86,15.0,,,,,15.49,44.6
2005-06-20,30.58,41.09,19.667,6.32,,7.77,15.6,,,,,15.46,45.33
2005-06-21,30.11,40.65,19.53,6.2,,7.79,15.4,,,,,15.49,44.61
2005-06-22,29.65,40.06,19.44,6.22,,7.87,15.8,,,,,15.4,44.54
2005-06-23,29.32,39.45,19.43,6.2,,7.92,15.0,,,,,15.31,44.07
2005-06-24,29.32,39.23,19.15,6.17,,7.8,15.6,,,,,15.36,43.51
2005-06-27,29.92,39.88,19.32,6.17,,7.8,15.0,,,,,15.52,44.3
2005-06-28,29.86,40.58,19.6,6.12,,7.82,15.02,,7.83,,,15.46,44.44
2005-06-29,29.95,41.5,19.73,6.11,,7.76,15.3,,,,,15.5,43.96
2005-06-30,29.8,40.79,19.86,6.12,,7.74,15.02,,,,,15.52,43.68
2005-07-01,29.78,40.44,19.77,6.14,,7.87,15.02,,,,,15.58,44.18
2005-07-04,,,,6.13,,7.8,15.02,,,,,,44.35
2005-07-05,30.04,40.95,20.28,6.16,,7.85,15.0,,,,,15.82,44.89
2005-07-06,30.26,41.83,20.37,6.22,,8.0,14.9,,,,,15.94,46.42
2005-07-07,30.53,41.85,20.45,6.21,,8.3,14.9,,,,,15.95,46.11
2005-07-08,30.25,42.33,20.43,6.31,,8.26,14.9,,,,,16.06,46.64
2005-07-11,30.2,42.47,20.5,6.22,,8.1,14.9,,,,,15.99,46.81
2005-07-12,30.66,42.78,20.48,6.22,,8.25,14.91,,,,,15.98,47.72
2005-07-13,31.0,42.77,20.47,6.29,,8.28,14.91,,7.0,,,16.2,47.05
2005-07-14,31.33,42.69,20.8,6.35,,8.24,14.85,,,,,16.43,47.16
2005-07-15,30.95,41.72,21.16,6.23,,8.15,14.9,,,,,16.48,46.87
2005-07-18,30.8,41.49,21.13,6.23,,8.11,15.0,,,,,16.3,47.37
2005-07-19,31.74,42.54,21.62,6.22,,8.28,15.0,,9.0,,,16.37,47.57
2005-07-20,32.05,43.5,21.37,6.3,,8.23,14.8,,9.0,,,16.69,47.71
2005-07-21,10.56,43.02,21.29,6.34,,8.35,14.8,,9.0,,,16.81,47.74
2005-07-22,10.67,43.38,21.22,6.35,,8.3,14.8,,9.0,,,16.96,47.28
2005-07-25,10.37,42.77,21.03,6.35,,8.3,15.2,,7.8,,,16.56,46.5
2005-07-26,10.38,42.79,21.12,6.34,,8.2,14.8,,7.8,,,16.6,46.35
2005-07-27,10.29,43.69,21.34,6.38,,8.55,15.0,,7.8,,,16.62,47.58
2005-07-28,10.5,45.12,21.31,6.42,,8.7,14.9,,9.0,,,16.58,47.43
2005-07-29,11.13,45.35,21.67,6.41,,8.79,14.7,,9.01,,,16.49,47.5
2005-08-01,11.36,45.26,21.72,6.61,,8.82,15.0,,,,,16.73,48.57
2005-08-02,11.3,45.82,22.31,6.63,,8.78,14.0,,9.05,,,16.7,49.6
2005-08-03,11.08,45.44,22.74,6.6,,8.7,14.0,,9.07,,,16.62,50.62
2005-08-04,10.98,45.97,23.02,6.54,,8.84,14.2,,9.99,,,16.64,50.37
2005-08-05,10.85,44.82,22.93,6.51,,8.81,14.0,,,,,16.38,49.56
2005-08-08,11.05,44.89,22.79,6.6,,8.88,14.2,,,,,16.36,50.1
2005-08-09,11.16,45.05,23.05,6.65,,8.92,14.0,,8.52,,,16.5,50.88
2005-08-10,11.36,45.13,22.96,6.71,,8.85,14.05,,8.52,,,16.72,50.45
2005-08-11,11.41,46.23,23.11,6.71,,8.8,14.2,,,,,16.61,49.72
2005-08-12,11.1,45.75,23.26,6.7,,8.73,13.85,,,,,16.5,49.3
2005-08-15,11.25,45.87,23.35,6.79,,8.9,13.79,,,,,16.58,50.02
2005-08-16,10.94,45.1,23.023,6.73,,8.8,11.75,,,,,16.3,48.64
2005-08-17,10.98,44.62,22.68,6.71,,8.76,13.2,,9.0,,,16.21,48.96
2005-08-18,11.14,44.81,22.83,6.8,,8.75,13.0,,,,,16.18,49.1
2005-08-19,11.12,44.47,22.87,6.82,,8.76,12.69,,,,,16.14,49.05
2005-08-22,11.3,45.1,23.19,7.05,,8.78,12.53,,,,,16.25,49.5
2005-08-23,11.07,44.55,22.8,7.05,,8.81,12.72,,,,,16.2,49.26
2005-08-24,10.94,44.05,23.0,6.83,,8.78,12.72,,10.5,,,15.74,48.87
2005-08-25,11.21,43.46,22.84,6.87,,8.74,12.9,,,,,15.9,48.92
2005-08-26,11.01,42.63,22.3,6.71,,8.58,12.9,,,,,15.92,48.4
2005-08-29,11.06,42.62,22.06,6.62,,8.5,12.9,,,,,15.8,47.7
2005-08-30,10.87,42.56,22.34,6.54,,8.18,12.5,,,,,15.62,46.55
2005-08-31,11.0,45.84,22.84,6.54,,8.28,12.26,,,,,15.7,46.76
2005-09-01,11.41,48.02,23.2,6.63,,8.38,12.95,,,,,15.94,47.14
2005-09-02,11.96,48.18,23.43,6.73,,8.28,12.6,,,,,16.1,48.22
2005-09-05,,,,6.81,,8.32,12.5,,,,,,48.71
2005-09-06,12.08,51.15,23.61,6.86,,8.44,12.32,,,,,16.58,48.65
2005-09-07,12.13,50.09,24.15,6.88,,8.74,12.4,,,,,16.8,50.47
2005-09-08,11.95,48.96,24.14,6.79,,8.55,12.4,,,,,16.72,49.39
2005-09-09,12.0,49.5,24.58,6.84,,8.6,12.6,,,,,16.88,51.47
2005-09-12,11.92,48.9,24.44,6.68,,8.6,12.5,,,,,16.95,51.87
2005-09-13,11.62,48.8,24.15,6.62,,8.44,12.2,,,,,16.95,51.48
2005-09-14,11.72,49.54,24.02,6.62,,8.48,12.21,,,,,17.41,52.29
2005-09-15,11.9,50.1,24.0,6.58,,8.57,12.35,,,,,17.7,54.43
2005-09-16,12.22,49.97,24.2,,,,,,,,,17.98,
2005-09-19,12.11,50.163,24.42,6.81,,8.62,12.5,,,,,18.16,55.36
2005-09-20,12.11,48.99,24.22,6.78,,8.57,12.5,,,,,17.66,53.27
2005-09-21,12.6,49.83,23.64,6.75,,8.48,12.5,,,,,17.62,53.04
2005-09-22,12.55,49.84,23.13,6.72,,8.5,12.8,,,,,17.49,52.77
2005-09-23,12.56,49.34,23.19,6.73,,8.5,12.4,,,,,17.41,52.58
2005-09-26,12.7,49.4,23.38,6.79,,8.52,12.6,,,,,17.32,52.22
2005-09-27,12.72,48.21,23.31,6.64,,8.59,12.6,,,,,17.37,52.98
2005-09-28,12.84,48.27,23.23,6.56,,8.6,12.4,,,,,17.52,54.1
2005-09-29,12.79,48.96,22.97,6.57,,8.74,12.06,,,,,17.63,54.04
2005-09-30,13.16,50.29,23.31,6.6,,8.78,12.06,,,,,17.93,54.75
2005-10-03,13.0,51.08,23.2,6.56,,8.81,12.21,,7.0,,,18.2,54.47
2005-10-04,12.97,50.33,23.22,6.53,,8.9,12.21,,7.0,,,18.12,53.23
2005-10-05,12.78,49.23,22.76,6.38,,8.8,12.3,,7.0,,,17.68,52.77
2005-10-06,12.14,47.2,22.22,6.18,,8.57,12.11,,7.0,,,17.31,52.02
2005-10-07,12.38,48.79,22.35,6.14,,8.75,12.12,,,,,17.29,51.5
2005-10-10,12.145,48.96,22.23,6.2,,8.86,12.1,,10.4,,,17.17,51.82
2005-10-11,12.28,48.75,22.37,6.2,,8.89,12.0,,9.5,,,16.95,51.44
2005-10-12,11.6,47.12,21.61,6.06,,8.79,11.9,,,,,16.84,50.34
2005-10-13,11.58,46.62,21.68,5.98,,8.77,11.8,,,,,16.7,48.76
2005-10-14,11.52,45.75,21.5,5.96,,9.0,11.6,,,,,16.94,49.71
2005-10-17,11.89,47.4,21.7,6.0,,9.14,11.9,,,,,17.18,50.35
2005-10-18,11.815,46.71,21.8,5.98,,8.99,11.6,,,,,17.04,49.78
2005-10-19,11.77,47.82,22.02,5.99,,9.05,11.89,,,,,17.12,49.6
2005-10-20,11.45,46.35,21.8,6.13,,8.87,11.79,,,,,17.0,48.46
2005-10-21,11.52,46.88,22.38,5.88,,8.79,11.0,,,,,17.26,49.1
2005-10-24,12.13,47.81,22.89,5.96,,8.92,11.69,,,,,17.79,49.92
2005-10-25,12.18,47.6,22.35,6.04,,8.78,10.99,,,,,18.14,49.63
2005-10-26,12.75,48.22,22.12,6.13,,8.84,10.99,,9.1,,,18.09,51.99
