,AMX,CX,FMX,ALFAA,PAC,BIMBOA,GISSAA,ANB,SANMEXB,SIEN,AZTECACPO,TV,WALMEX
2001-04-19,2.8056,11.0817,12.7339,,,,,,,,,9.9975,
2001-04-20,2.639,10.9952,12.4908,,,,,,,,,9.225,
2001-04-23,2.7056,10.5817,12.1545,,,,,,,,,8.9125,
2001-04-24,2.739,10.3606,12.2211,,,,,,,,,8.81,
2001-04-25,2.7806,10.625,12.1212,,,,,,,,,8.8375,
2001-04-26,2.9238,10.9615,12.4209,,,,,,,,,9.0125,
2001-04-27,2.9887,11.0433,12.5042,,,,,,,,,9.35,
2001-04-30,3.0636,11.1394,12.7206,,,,,,,,,9.5075,
2001-05-01,3.1219,11.2452,12.7606,,,,,,,,,9.5125,
2001-05-02,3.2484,11.4423,13.0037,,,,,,,,,9.865,
2001-05-03,3.2817,11.4615,13.3034,,,,,,,,,9.75,
2001-05-04,3.2551,11.5529,13.4033,,,,,,,,,9.925,
2001-05-07,3.2967,11.2981,13.1202,,,,,,,,,9.9975,
2001-05-08,3.2151,11.125,12.7839,,,,,,,,,9.7675,
2001-05-09,3.2551,11.0721,12.7139,,,,,,,,,9.8,
2001-05-10,3.33,11.4183,12.8538,,,,,,,,,9.9375,
2001-05-11,3.3134,11.2019,12.9171,,,,,,,,,10.0825,
2001-05-14,3.29,11.2404,12.987,,,,,,,,,9.8225,
2001-05-15,3.2618,11.1202,13.1535,,,,,,,,,9.6725,
2001-05-16,3.3217,11.1442,13.3367,,,,,,,,,9.8225,
2001-05-17,3.3966,11.6154,13.9327,,,,,,,,,10.9975,
2001-05-18,3.5548,11.8606,14.2025,,,,,,,,,10.9475,
2001-05-21,3.6397,12.1635,14.3123,,,,,,,,,11.05,
2001-05-22,3.688,12.5721,14.3556,,,,,,,,,11.45,
2001-05-23,3.713,13.1442,14.5887,,,,,,,,,11.335,
2001-05-24,3.5898,12.7644,13.8928,,,,,,,,,11.3975,
2001-05-25,3.5464,12.9471,13.9028,,,,,,,,,11.055,
2001-05-29,3.4798,12.8269,14.1026,,,,,,,,,10.85,
2001-05-30,3.3966,12.7644,14.0659,,,,,,,,,10.485,
2001-05-31,3.395,12.7356,14.2691,,,,,,,,,10.55,
2001-06-01,3.3966,12.476,14.6354,,,,,,,,,10.63,
2001-06-04,3.4382,12.4423,14.5055,,,,,,,,,10.475,
2001-06-05,3.4798,12.3317,14.702,,,,,,,,,10.725,
2001-06-06,3.713,12.5913,14.8751,,,,,,,,,10.7875,
2001-06-07,3.6796,12.6923,14.985,,,,,,,,,11.1775,
2001-06-08,3.6347,12.7404,14.9184,,,,,,,,,11.1775,
2001-06-11,3.5881,12.7356,14.8185,,,,,,,,,11.1125,
2001-06-12,3.5881,12.6202,14.4189,,,,,,,,,10.725,
2001-06-13,3.6048,12.7885,14.4356,,,,,,,,,10.4725,
2001-06-14,3.5798,12.7404,14.2691,,,,,,,,,10.2125,
2001-06-15,3.5448,12.5433,14.2691,,,,,,,,,10.05,
2001-06-18,3.3966,12.2596,13.7795,,,,,,,,,9.4475,
2001-06-19,3.2967,11.899,13.6064,,,,,,,,,9.675,
2001-06-20,3.3134,12.1587,13.9727,,,,,,,,,9.85,
2001-06-21,3.355,12.3558,14.2124,,,,,,,,,9.8625,
2001-06-22,3.335,12.3606,14.3024,,,,,,,,,9.9175,
2001-06-25,3.3716,12.4038,14.4655,,,,,,,,,9.975,
2001-06-26,3.3932,12.6538,14.5388,,,,,,,,,10.0025,
2001-06-27,3.4182,12.7308,14.4855,,,,,,,,,9.975,
2001-06-28,3.4532,12.5721,14.4522,,,,,,,,,9.7725,
2001-06-29,3.4732,12.7404,14.2557,,,,,,,,,10.0025,
2001-07-02,3.5964,13.2067,14.6354,,,,,,,,,10.02,
2001-07-03,3.6048,13.3606,14.5987,,,,,,,,,10.23,
2001-07-05,3.4965,13.3221,14.3357,,,,,,,,,9.9,
2001-07-06,3.4066,13.024,13.8195,,,,,,,,,9.75,
2001-07-09,3.4149,13.0288,13.5731,,,,,,,,,10.0025,
2001-07-10,3.4216,13.149,13.8395,,,,,,,,,10.175,
2001-07-11,3.335,12.7163,13.4865,,,,,,,,,9.5,
2001-07-12,3.2301,12.5913,13.0136,,,,,,,,,9.11,
2001-07-13,3.1768,12.5481,13.0536,,,,,,,,,9.2875,
2001-07-16,3.1518,12.4808,12.654,,,,,,,,,9.5275,
2001-07-17,3.1386,12.5144,12.8372,,,,,,,,,9.6425,
2001-07-18,3.0836,12.5481,12.8205,,,,,,,,,9.5325,
2001-07-19,3.1136,13.0048,13.2201,,,,,,,,,9.6625,
2001-07-20,3.1302,13.1202,12.987,,,,,,,,,9.67,
2001-07-23,3.1652,13.2212,12.8871,,,,,,,,,9.705,
2001-07-24,3.1386,13.0625,12.5708,,,,,,,,,9.325,
2001-07-25,3.1602,13.0144,12.5874,,,,,,,,,9.48,
2001-07-26,3.2284,13.2019,12.8871,,,,,,,,,9.7125,
2001-07-27,3.2318,13.4375,13.007,,,,,,,,,9.76,
2001-07-30,3.2867,13.3413,13.1369,,,,,,,,,9.8175,
2001-07-31,3.2867,13.1394,13.0536,,,,,,,,,9.775,
2001-08-01,3.2817,13.0481,13.1269,,,,,,,,,9.825,
2001-08-02,3.38,13.3077,13.4366,,,,,,,,,10.0775,
2001-08-03,3.3932,13.2404,13.3933,,,,,,,,,10.3325,
2001-08-06,3.3316,13.125,13.32,,,,,,,,,10.4625,
2001-08-07,3.3334,13.1202,13.3899,,,,,,,,,10.6625,
2001-08-08,3.325,13.101,13.4599,,,,,,,,,10.57,
2001-08-09,3.2784,13.0288,13.37,,,,,,,,,10.4125,
2001-08-10,3.3134,13.1971,13.4865,,,,,,,,,10.3875,
2001-08-13,3.2967,13.2115,13.5531,,,,,,,,,10.6,
2001-08-14,3.3134,13.101,13.5698,,,,,,,,,10.375,
2001-08-15,3.1984,12.9183,13.2867,,,,,,,,,10.0075,
2001-08-16,3.012,12.7308,13.0203,,,,,,,,,9.615,
2001-08-17,2.9138,12.4135,12.5408,,,,,,,,,9.335,
2001-08-20,2.9221,12.4038,12.5874,,,,,,,,,9.0,
2001-08-21,2.947,12.476,12.6007,,,,,,,,,9.05,
2001-08-22,2.9487,12.5433,12.9537,,,,,,,,,9.2625,
2001-08-23,2.927,12.5144,12.9237,,,,,,,,,9.07,
2001-08-24,3.0186,12.6442,13.4033,,,,,,,,,9.425,
2001-08-27,3.027,12.6394,13.2601,,,,,,,,,9.6025,
2001-08-28,2.9354,12.5096,12.8771,,,,,,,,,9.3625,
2001-08-29,2.9138,12.524,12.8438,,,,,,,,,9.3425,
2001-08-30,2.8238,12.4038,12.8671,,,,,,,,,9.1275,
2001-08-31,2.8038,12.3798,12.987,,,,,,,,,9.125,
2001-09-04,2.689,12.1875,13.1535,,,,,,,,,9.125,
2001-09-05,2.4975,11.9952,12.8205,,,,,,,,,8.8625,
2001-09-06,2.3743,11.7115,12.321,,,,,,,,,8.275,
2001-09-07,2.3726,11.5817,11.9547,,,,,,,,,8.0875,
2001-09-10,2.3643,11.4856,11.1655,,,,,,,,,8.2875,
2001-09-17,2.0646,10.7644,9.9933,,,,,,,,,7.2,
2001-09-18,2.0463,10.649,9.9234,,,,,,,,,6.7075,
2001-09-19,2.0796,10.476,9.6337,,,,,,,,,7.025,
2001-09-20,2.0879,9.9087,9.1575,,,,,,,,,6.7875,
2001-09-21,2.1628,9.7356,8.9244,,,,,,,,,6.7625,
2001-09-24,2.3543,9.9038,9.1575,,,,,,,,,7.0775,
2001-09-25,2.306,9.8558,9.0443,,,,,,,,,6.825,
2001-09-26,2.2644,9.8317,8.9644,,,,,,,,,6.9775,
2001-09-27,2.3693,9.5673,9.0243,,,,,,,,,6.7875,
2001-09-28,2.4692,9.875,9.4805,,,,,,,,,7.175,
2001-10-01,2.4808,10.0,9.8568,,,,,,,,,7.2775,
2001-10-02,2.4992,10.3413,9.8901,,,,,,,,,7.1,
2001-10-03,2.4526,10.5769,10.1831,,,,,,,,,7.15,
2001-10-04,2.4608,10.8269,10.5494,,,,,,,,,7.245,
2001-10-05,2.381,10.7692,10.6394,,,,,,,,,7.2325,
2001-10-08,2.3326,10.8173,10.8392,,,,,,,,,7.1,
2001-10-09,2.4476,11.0962,10.8924,,,,,,,,,7.2025,
2001-10-10,2.5392,11.4183,10.6227,,,,,,,,,7.665,
2001-10-11,2.5741,11.3654,10.4895,,,,,,,,,8.115,
2001-10-12,2.5474,11.0865,10.1765,,,,,,,,,8.3,
2001-10-15,2.4226,10.9615,10.2264,,,,,,,,,8.075,
2001-10-16,2.4209,11.0337,10.1232,,,,,,,,,7.9375,
2001-10-17,2.3942,11.2981,9.9234,,,,,,,,,7.61,
2001-10-18,2.3526,11.1538,9.8168,,,,,,,,,7.45,
2001-10-19,2.3593,11.1538,9.7036,,,,,,,,,7.66,
2001-10-22,2.356,11.1731,9.6071,,,,,,,,,7.955,
2001-10-23,2.3726,11.2019,9.6836,,,,,,,,,7.9625,
2001-10-24,2.5374,11.4423,9.99,,,,,,,,,7.96,
2001-10-25,2.5308,11.5192,10.0433,,,,,,,,,7.9725,
2001-10-26,2.4942,11.3462,10.2564,,,,,,,,,8.1025,
2001-10-29,2.4226,11.2981,10.0033,,,,,,,,,7.9,
2001-10-30,2.4192,11.0865,10.0566,,,,,,,,,7.575,
2001-10-31,2.4975,11.0577,10.323,,,,,,,,,7.6125,
2001-11-01,2.5308,11.0433,10.4229,,,,,,,,,7.79,
2001-11-02,2.5308,11.101,10.3996,,,,,,,,,8.015,
2001-11-05,2.5824,11.1875,10.5494,,,,,,,,,8.3,
2001-11-06,2.5841,11.1875,10.8824,,,,,,,,,8.5625,
2001-11-07,2.5741,11.2981,10.8458,,,,,,,,,8.5225,
2001-11-08,2.5641,11.226,10.7393,,,,,,,,,8.8075,
2001-11-09,2.5724,11.2163,10.656,,,,,,,,,8.585,
2001-11-12,2.5242,11.0048,10.4562,,,,,,,,,8.47,
2001-11-13,2.6124,11.1298,10.9624,,,,,,,,,8.6975,
2001-11-14,2.7539,11.1875,11.1722,,,,,,,,,8.93,
2001-11-15,2.7622,11.1923,11.0889,,,,,,,,,8.935,
2001-11-16,2.7472,11.2163,10.989,,,,,,,,,8.7525,
2001-11-19,2.7106,11.274,10.989,,,,,,,,,8.8,
2001-11-20,2.6307,11.5,10.7759,,,,,,,,,8.7,
2001-11-21,2.6307,11.4183,10.7859,,,,,,,,,8.7775,
2001-11-23,2.684,11.5385,10.7925,,,,,,,,,8.8175,
2001-11-26,2.7422,11.625,11.039,,,,,,,,,8.925,
2001-11-27,2.7822,11.8077,11.1988,,,,,,,,,9.175,
2001-11-28,2.8138,11.976,11.1555,,,,,,,,,8.835,
2001-11-29,2.8372,12.0962,11.1555,,,,,,,,,8.825,
2001-11-30,2.8888,12.1346,11.3353,,,,,,,,,8.675,
2001-12-03,2.9138,12.0385,11.4252,,,,,,,,,8.9025,
2001-12-04,2.9537,12.0192,11.6051,,,,,,,,,9.19,
2001-12-05,3.0802,12.3798,11.9514,,,,,,,,,9.4025,
2001-12-06,3.0802,12.4038,12.1212,,,,,,,,,9.8225,
2001-12-07,3.1336,12.7885,12.1578,,,,,,,,,9.84,
2001-12-10,3.1452,12.5481,11.8481,,,,,,,,,9.625,
2001-12-11,3.1768,12.601,11.6883,,,,,,,,,9.65,
2001-12-12,3.1268,12.6875,11.6583,,,,,,,,,9.5125,
2001-12-13,3.027,12.5385,11.5551,,,,,,,,,9.365,
2001-12-14,3.0969,12.4375,11.4719,,,,,,,,,9.475,
2001-12-17,3.1968,12.5192,11.5018,,,,,,,,,9.6375,
2001-12-18,3.1868,12.2596,11.655,,,,,,,,,9.95,
2001-12-19,3.1668,12.0865,11.7649,,,,,,,,,10.065,
2001-12-20,3.1668,11.9471,11.9048,,,,,,,,,10.475,
2001-12-21,3.2351,12.1875,12.1845,,,,,,,,,10.7025,
2001-12-24,3.2084,12.1875,12.1046,,,,,,,,,10.6975,
2001-12-26,3.2468,12.2067,11.998,,,,,,,,,10.525,
2001-12-27,3.2501,12.1394,11.7749,,,,,,,,,10.7325,
2001-12-28,3.2634,12.0913,11.8082,,,,,,,,,10.865,
2001-12-31,3.2434,11.875,11.5052,,,,,,,,,10.795,
2002-01-02,3.2351,12.1442,11.655,,,,,,,,,10.5725,
2002-01-03,3.3334,12.4279,12.2444,,,,,,,,,10.7425,
2002-01-04,3.3384,12.3606,12.0746,,,,,,,,,10.89,
2002-01-07,3.32,12.2981,11.7649,,,,,,,,,10.6275,
2002-01-08,3.3284,12.3317,12.0546,,,,,,,,,10.75,
2002-01-09,3.2518,12.2596,12.1945,,,,,,,,,10.9025,
2002-01-10,3.0636,12.1106,12.0912,,,,,,,,,10.5975,
2002-01-11,3.1002,11.9808,12.2045,,,,,,,,,10.4525,
2002-01-14,3.0652,11.9615,11.9214,,,,,,,,,10.38,
2002-01-15,3.2634,12.2115,12.4975,,,,,,,,,10.7775,
2002-01-16,3.31,12.2548,12.4409,,,,,,,,,10.75,
2002-01-17,3.3284,12.274,12.8538,,,,,,,,,10.985,
2002-01-18,3.2518,12.3558,13.0203,,,,,,,,,11.075,
2002-01-22,3.1336,12.4279,12.8305,,,,,,,,,10.805,
2002-01-23,3.2584,12.6875,13.1702,,,,,,,,,11.3075,
2002-01-24,3.2784,12.7163,13.4033,,,,,,,,,11.51,
2002-01-25,3.335,12.5481,13.4699,,,,,,,,,11.5,
2002-01-28,3.3384,12.5817,13.5365,,,,,,,,,11.5375,
2002-01-29,3.2401,12.5048,13.5198,,,,,,,,,11.2625,
2002-01-30,3.1952,12.5337,13.29,,,,,,,,,11.0125,
2002-01-31,3.2967,12.6923,13.5198,,,,,,,,,11.15,
2002-02-01,3.1585,12.5913,13.5564,,,,,,,,,11.075,
2002-02-04,3.0652,12.3269,13.5131,,,,,,,,,11.015,
2002-02-05,2.8305,12.1154,13.5032,,,,,,,,,10.7425,
2002-02-06,3.062,12.1683,13.4565,,,,,,,,,10.8375,
2002-02-07,3.062,12.0721,13.0203,,,,,,,,,10.895,
2002-02-08,3.0802,12.0192,13.0536,,,,,,,,,10.3,
2002-02-11,3.017,11.75,12.9803,,,,,,,,,10.395,
2002-02-12,2.997,11.875,13.1901,,,,,,,,,10.6875,
2002-02-13,3.0636,11.9471,13.2767,,,,,,,,,10.625,
2002-02-14,3.1219,12.0144,13.2234,,,,,,,,,10.4525,
2002-02-15,3.1136,11.9327,13.32,,,,,,,,,10.575,
2002-02-19,2.9887,11.875,13.1702,,,,,,,,,10.4175,
2002-02-20,2.9954,11.7548,13.1369,,,,,,,,,9.8925,
2002-02-21,2.9887,11.851,13.0203,,,,,,,,,9.8075,
2002-02-22,2.9787,11.7115,12.8305,,,,,,,,,9.6,
2002-02-25,3.0353,11.8558,12.6207,,,,,,,,,9.95,
2002-02-26,3.067,11.8173,12.8039,,,,,,,,,10.1925,
2002-02-27,3.1036,11.7788,13.4432,,,,,,,,,10.74,
2002-02-28,3.0136,11.7308,13.2534,,,,,,,,,10.775,
2002-03-01,3.072,12.2788,13.4033,,,,,,,,,11.105,
2002-03-04,3.1934,12.5962,13.9194,,,,,,,,,11.25,
2002-03-05,3.2218,12.7019,13.9527,,,,,,,,,11.315,
2002-03-06,3.3034,13.0288,14.702,,,,,,,,,11.5375,
2002-03-07,3.1735,13.0817,14.2358,,,,,,,,,11.3,
2002-03-08,3.2468,13.5096,14.339,,,,,,,,,11.755,
2002-03-11,3.3384,13.7067,14.309,,,,,,,,,11.6225,
2002-03-12,3.38,13.5673,14.3223,,,,,,,,,11.53,
2002-03-13,3.28,13.4856,14.2524,,,,,,,,,11.4625,
2002-03-14,3.2284,13.4567,14.2691,,,,,,,,,11.3475,
2002-03-15,3.2867,14.0144,14.4689,,,,,,,,,11.6,
2002-03-18,3.32,14.1731,14.7719,,,,,,,,,12.0025,
2002-03-19,3.3816,14.5433,15.005,,,,,,,,,12.13,
2002-03-20,3.3766,14.125,15.0516,,,,,,,,,11.745,
2002-03-21,3.395,14.0481,15.2081,,,,,,,,,11.825,
2002-03-22,3.3733,14.2308,15.5378,,,,,,,,,11.8125,
2002-03-25,3.325,14.1587,15.3513,,,,,,,,,11.8025,
2002-03-26,3.28,14.1538,15.3846,,,,,,,,,11.825,
2002-03-27,3.2834,14.1731,15.5511,,,,,,,,,11.9975,
2002-03-28,3.3067,14.2019,15.701,,,,,,,,,12.1275,
2002-04-01,3.2551,14.3365,16.024,,,,,,,,,11.97,
2002-04-02,3.2301,14.3029,15.4179,,,,,,,,,11.6775,
2002-04-03,3.1718,14.125,14.9517,,,,,,,,,11.395,
2002-04-04,3.2451,14.125,14.9584,,,,,,,,,11.5025,
2002-04-05,3.295,14.3846,15.2048,,,,,,,,,11.7125,
2002-04-08,3.2301,14.3317,15.3846,,,,,,,,,11.5975,
2002-04-09,3.1968,14.2788,15.6011,,,,,,,,,11.605,
2002-04-10,3.2368,14.9712,16.0806,,,,,,,,,11.8825,
2002-04-11,3.1452,15.0,15.8708,,,,,,,,,11.9675,
2002-04-12,3.0802,15.4183,15.8408,,,,,,,,,12.0,
2002-04-15,3.0386,15.5288,15.7676,,,,,,,,,12.01,
2002-04-16,3.1302,15.7163,15.8508,,,,,,,,,12.1625,
2002-04-17,3.1835,15.5,15.7343,,,,,,,,,12.055,
2002-04-18,3.2551,15.3029,15.4679,,,,,,,,,11.9375,
2002-04-19,3.2134,15.2452,15.3879,,,,,,,,,11.975,
2002-04-22,3.1652,15.1106,15.318,,,,,,,,,11.825,
2002-04-23,3.0969,14.625,15.6577,,,,,,,,,11.7125,
2002-04-24,3.1885,14.7788,16.0173,,,,,,,,,11.74,
2002-04-25,3.1735,14.6635,16.034,,,,,,,,,11.4725,
2002-04-26,3.1868,14.9712,16.3869,,,,,,,,,11.45,
2002-04-29,3.1169,14.8942,15.7276,,,,,,,,,11.2,
2002-04-30,3.1052,15.2404,15.9341,,,,,,,,,11.3,
2002-05-01,3.027,15.2596,15.9341,,,,,,,,,11.2325,
2002-05-02,3.0004,15.2019,15.9474,,,,,,,,,11.2,
2002-05-03,3.1219,14.7596,15.8175,,,,,,,,,11.175,
2002-05-06,3.0736,15.0962,15.7842,,,,,,,,,11.0475,
2002-05-07,3.0153,14.899,15.4679,,,,,,,,,10.795,
2002-05-08,3.1252,15.0481,15.9041,,,,,,,,,11.0625,
2002-05-09,3.0969,14.9231,15.1515,,,,,,,,,10.865,
2002-05-10,3.0802,14.9135,14.8019,,,,,,,,,10.6,
2002-05-13,3.0802,15.0,14.985,,,,,,,,,10.535,
2002-05-14,3.0869,15.1779,15.0283,,,,,,,,,10.61,
2002-05-15,3.1302,15.2548,15.2514,,,,,,,,,10.9575,
2002-05-16,3.1902,15.2933,15.2181,,,,,,,,,10.9975,
2002-05-17,3.2134,15.3269,15.3779,,,,,,,,,10.9,
2002-05-20,3.1468,15.25,15.0849,,,,,,,,,10.78,
2002-05-21,3.1119,14.9519,14.8685,,,,,,,,,10.6975,
2002-05-22,3.1302,14.9183,14.7852,,,,,,,,,10.6125,
2002-05-23,3.1336,15.0962,14.985,,,,,,,,,10.675,
2002-05-24,3.1152,14.9519,15.2414,,,,,,,,,10.7775,
2002-05-28,3.0636,14.8317,14.6187,,,,,,,,,10.7725,
2002-05-29,2.9904,14.399,14.1525,,,,,,,,,10.49,
2002-05-30,2.8904,14.2548,13.9028,,,,,,,,,10.275,
2002-05-31,2.9121,14.4375,14.0693,,,,,,,,,10.4875,
2002-06-03,2.8372,14.2067,13.9294,,,,,,,,,10.2825,
2002-06-04,2.8338,14.0625,13.6863,,,,,,,,,10.125,
2002-06-05,2.7988,14.024,13.7596,,,,,,,,,10.1875,
2002-06-06,2.629,13.7692,13.6896,,,,,,,,,9.875,
2002-06-07,2.5891,13.8798,13.9194,,,,,,,,,10.13,
2002-06-10,2.5308,13.774,13.8528,,,,,,,,,10.075,
2002-06-11,2.5192,13.75,13.8861,,,,,,,,,9.95,
2002-06-12,2.4808,13.5962,14.0027,,,,,,,,,9.7,
2002-06-13,2.4726,13.5433,13.9361,,,,,,,,,10.095,
2002-06-14,2.4758,13.8942,13.7995,,,,,,,,,10.185,
2002-06-17,2.4775,14.1346,13.8195,,,,,,,,,10.225,
2002-06-18,2.4975,14.1202,13.4732,,,,,,,,,10.275,
2002-06-19,2.4658,13.8365,13.4865,,,,,,,,,10.1375,
2002-06-20,2.381,13.5817,12.9537,,,,,,,,,9.855,
2002-06-21,2.331,13.2933,12.5042,,,,,,,,,9.5125,
2002-06-24,2.1895,12.9808,12.5541,,,,,,,,,9.4125,
2002-06-25,2.1645,12.9327,12.7106,,,,,,,,,9.35,
2002-06-26,1.9797,12.5433,12.371,,,,,,,,,8.9975,
2002-06-27,2.2478,12.9327,12.987,,,,,,,,,9.2625,
2002-06-28,2.2311,12.6731,13.0603,,,,,,,,,9.345,
2002-07-01,2.2144,12.3894,13.1535,,,,,,,,,9.14,
2002-07-02,2.1645,12.1538,13.2234,,,,,,,,,8.895,
2002-07-03,2.2228,12.3798,13.3367,,,,,,,,,8.9225,
2002-07-05,2.3177,12.7019,13.4898,,,,,,,,,9.225,
2002-07-08,2.331,12.9375,13.8262,,,,,,,,,9.25,
2002-07-09,2.3394,12.7885,13.6197,,,,,,,,,8.985,
2002-07-10,2.271,12.524,13.6863,,,,,,,,,8.7475,
2002-07-11,2.3144,12.7019,13.663,,,,,,,,,8.9375,
2002-07-12,2.3476,12.6394,13.7196,,,,,,,,,9.05,
2002-07-15,2.4176,12.3269,13.5198,,,,,,,,,9.13,
2002-07-16,2.3976,12.0577,13.5864,,,,,,,,,8.77,
2002-07-17,2.3776,12.4904,13.8228,,,,,,,,,8.9,
2002-07-18,2.3893,12.3173,14.0393,,,,,,,,,8.98,
2002-07-19,2.331,12.0817,13.8195,,,,,,,,,8.7375,
2002-07-22,2.2012,11.7788,13.5764,,,,,,,,,8.5025,
2002-07-23,2.1645,11.4808,12.7506,,,,,,,,,8.0125,
2002-07-24,2.2144,11.8894,13.1369,,,,,,,,,8.3375,
2002-07-25,2.1812,11.601,12.8804,,,,,,,,,7.65,
2002-07-26,2.2111,11.6827,11.988,,,,,,,,,7.275,
2002-07-29,2.2444,12.6827,12.6207,,,,,,,,,7.8175,
2002-07-30,2.1812,11.9952,12.5175,,,,,,,,,7.6975,
2002-07-31,2.0896,11.6587,12.5375,,,,,,,,,7.5625,
2002-08-01,1.998,11.149,12.1545,,,,,,,,,7.1625,
2002-08-02,1.9747,11.0,11.7383,,,,,,,,,6.7225,
2002-08-05,1.9214,10.625,11.3553,,,,,,,,,6.375,
2002-08-06,2.0046,11.3558,12.0246,,,,,,,,,6.925,
2002-08-07,2.0546,11.7308,12.4942,,,,,,,,,7.0175,
2002-08-08,2.2644,11.5385,12.9937,,,,,,,,,7.3175,
2002-08-09,2.2161,11.3462,12.6873,,,,,,,,,7.125,
2002-08-12,2.2461,11.2837,12.5774,,,,,,,,,7.2375,
2002-08-13,2.1462,11.2067,12.3976,,,,,,,,,7.095,
2002-08-14,2.2411,11.1587,12.8671,,,,,,,,,7.4675,
2002-08-15,2.3394,11.3221,12.8871,,,,,,,,,8.005,
2002-08-16,2.346,11.6827,12.8871,,,,,,,,,8.25,
2002-08-19,2.3526,11.7548,12.9837,,,,,,,,,8.4275,
2002-08-20,2.321,11.7548,12.8438,,,,,,,,,8.05,
2002-08-21,2.326,11.7308,13.0536,,,,,,,,,8.525,
2002-08-22,2.326,11.7067,12.9803,,,,,,,,,8.355,
2002-08-23,2.2794,11.3702,12.8039,,,,,,,,,7.9725,
2002-08-26,2.331,11.5625,12.9903,,,,,,,,,8.475,
2002-08-27,2.2977,11.351,12.7373,,,,,,,,,8.1075,
2002-08-28,2.301,11.2548,12.5075,,,,,,,,,7.7,
2002-08-29,2.331,11.3654,12.3243,,,,,,,,,7.9875,
2002-08-30,2.306,11.3221,12.5441,,,,,,,,,7.935,
2002-09-03,2.2594,11.0817,12.3776,,,,,,,,,7.53,
2002-09-04,2.2644,11.1779,12.5574,,,,,,,,,7.4675,
2002-09-05,2.2428,10.9183,12.3243,,,,,,,,,7.15,
2002-09-06,2.3077,10.8029,12.3543,,,,,,,,,7.525,
2002-09-09,2.316,10.8702,12.5874,,,,,,,,,7.525,
2002-09-10,2.341,11.0769,12.8405,,,,,,,,,7.725,
2002-09-11,2.3593,10.9856,12.8538,,,,,,,,,7.7125,
2002-09-12,2.3526,10.9087,12.5441,,,,,,,,,7.4875,
2002-09-13,2.351,10.7115,12.5541,,,,,,,,,7.4,
2002-09-16,2.3893,10.7596,12.5541,,,,,,,,,7.3275,
2002-09-17,2.3326,10.6538,12.038,,,,,,,,,7.25,
2002-09-18,2.2628,10.6154,12.0047,,,,,,,,,7.0225,
2002-09-19,2.0912,10.0385,11.5684,,,,,,,,,6.5,
2002-09-20,2.1812,9.899,11.7882,,,,,,,,,6.6125,
2002-09-23,2.1695,9.8558,11.7482,,,,,,,,,6.495,
2002-09-24,2.1512,9.6394,11.5551,,,,,,,,,6.3,
2002-09-25,2.1845,9.6298,11.6883,,,,,,,,,6.525,
2002-09-26,2.2228,10.1202,12.0546,,,,,,,,,6.8075,
2002-09-27,2.058,9.8798,11.6217,,,,,,,,,6.565,
2002-09-30,2.0113,10.024,11.2554,,,,,,,,,6.3725,
2002-10-01,2.1445,10.4712,11.8581,,,,,,,,,6.6075,
2002-10-02,2.0896,9.9615,12.0146,,,,,,,,,6.5375,
2002-10-03,2.1428,9.8654,12.2211,,,,,,,,,6.6625,
2002-10-04,2.1229,9.7115,12.3443,,,,,,,,,6.4925,
2002-10-07,2.1162,9.75,12.371,,,,,,,,,6.25,
2002-10-08,2.0812,9.8462,12.4842,,,,,,,,,6.2625,
2002-10-09,1.978,9.5817,12.3809,,,,,,,,,6.075,
2002-10-10,2.003,9.2788,12.3543,,,,,,,,,6.29,
2002-10-11,2.1079,9.6154,12.4875,,,,,,,,,6.525,
2002-10-14,2.1296,9.6587,12.4975,,,,,,,,,6.415,
2002-10-15,2.2178,10.0,12.7306,,,,,,,,,6.855,
2002-10-16,2.1562,9.7788,12.4709,,,,,,,,,6.7525,
2002-10-17,2.2678,10.1923,12.9337,,,,,,,,,6.965,
2002-10-18,2.2528,10.1971,13.1202,,,,,,,,,6.9525,
2002-10-21,2.3294,9.9712,13.1502,,,,,,,,,7.25,
2002-10-22,2.2877,9.9519,12.9237,,,,,,,,,7.125,
2002-10-23,2.2578,10.2788,12.654,,,,,,,,,7.28,
2002-10-24,2.2728,10.0433,12.4209,,,,,,,,,7.07,
2002-10-25,2.2894,10.0721,12.654,,,,,,,,,7.14,
2002-10-28,2.2494,9.7885,12.1545,,,,,,,,,7.2,
2002-10-29,2.2211,9.375,12.0912,,,,,,,,,6.97,
2002-10-30,2.2528,9.6058,11.988,,,,,,,,,7.1325,
2002-10-31,2.2378,9.7452,12.0546,,,,,,,,,7.025,
2002-11-01,2.2628,10.2644,12.3476,,,,,,,,,7.19,
2002-11-04,2.3077,10.524,12.361,,,,,,,,,7.3475,
2002-11-05,2.2728,10.5144,12.1212,,,,,,,,,7.3575,
2002-11-06,2.3177,10.726,12.2178,,,,,,,,,7.595,
2002-11-07,2.2628,10.6827,12.2211,,,,,,,,,7.165,
2002-11-08,2.2428,10.5625,12.2111,,,,,,,,,7.27,
2002-11-11,2.2228,10.2308,12.0313,,,,,,,,,6.8525,
2002-11-12,2.2478,10.1202,11.7549,,,,,,,,,6.995,
2002-11-13,2.2228,10.0481,11.7349,,,,,,,,,6.9275,
2002-11-14,2.2644,10.3365,12.1878,,,,,,,,,6.985,
2002-11-15,2.2012,10.0769,11.9614,,,,,,,,,7.01,
2002-11-18,2.2228,10.024,11.8115,,,,,,,,,6.87,
