,BP,CVX,XOM,XOM,RDS.A,RDS.B
2009-04-17,40.13,66.01,66.75,66.75,42.96,42.04
2009-04-20,38.9,63.87,65.29,65.29,41.65,41.27
2009-04-21,39.77,64.88,66.23,66.23,42.74,42.3
2009-04-22,39.11,63.75,64.75,64.75,42.13,41.53
2009-04-23,40.85,65.53,65.71,65.71,44.14,43.54
2009-04-24,42.06,66.6,66.57,66.57,45.61,45.1
2009-04-27,41.92,65.41,66.13,66.13,45.01,44.62
2009-04-28,42.62,65.99,67.08,67.08,45.27,44.76
2009-04-29,43.11,67.56,68.44,68.44,45.95,45.55
2009-04-30,42.46,66.1,66.67,66.67,45.68,45.5
2009-05-01,43.87,66.87,68.01,68.01,46.98,46.74
2009-05-04,45.02,66.68,68.2,68.2,48.57,48.52
2009-05-05,44.84,65.75,67.65,67.65,48.01,48.06
2009-05-06,46.134,68.11,68.58,68.58,48.09,48.15
2009-05-07,46.17,67.98,68.93,68.93,47.84,47.8
2009-05-08,48.34,70.38,70.8,70.8,49.83,50.0
2009-05-11,47.0,68.0,69.27,69.27,47.9,47.74
2009-05-12,47.94,69.19,70.82,70.82,49.63,49.63
2009-05-13,46.04,68.1,69.77,69.77,49.07,49.33
2009-05-14,46.22,67.85,69.76,69.76,49.19,49.35
2009-05-15,45.62,65.88,69.11,69.11,48.43,48.95
2009-05-18,47.26,66.03,70.5,70.5,50.34,50.76
2009-05-19,47.1,65.86,70.52,70.52,50.26,50.97
2009-05-20,47.78,65.21,69.61,69.61,51.37,51.73
2009-05-21,47.41,64.47,68.39,68.39,51.32,51.95
2009-05-22,47.6,64.44,68.83,68.83,51.41,51.98
2009-05-26,48.55,65.66,69.81,69.81,52.75,53.62
2009-05-27,48.08,64.57,68.3,68.3,51.46,52.23
2009-05-28,48.82,65.81,69.23,69.23,52.67,53.83
2009-05-29,49.5,66.67,69.35,69.35,53.91,54.58
2009-06-01,51.88,69.21,71.76,71.76,55.47,56.79
2009-06-02,52.32,69.35,72.92,72.92,55.75,57.12
2009-06-03,50.75,68.26,72.08,72.08,54.27,55.51
2009-06-04,50.91,69.79,72.98,72.98,54.77,55.63
2009-06-05,50.36,69.37,72.97,72.97,54.41,55.25
2009-06-08,51.35,69.58,73.17,73.17,54.45,55.46
2009-06-09,51.96,70.19,73.12,73.12,54.72,55.91
2009-06-10,52.16,70.22,73.84,73.84,55.05,56.68
2009-06-11,52.21,71.9,74.05,74.05,55.42,56.82
2009-06-12,51.2,72.67,73.78,73.78,54.41,55.77
2009-06-15,49.85,71.08,72.81,72.81,51.97,53.18
2009-06-16,49.3,69.88,71.63,71.63,51.61,52.86
2009-06-17,48.4,68.83,71.42,71.42,51.4,52.47
2009-06-18,47.72,68.43,71.44,71.44,50.81,51.84
2009-06-19,48.83,68.06,71.05,71.05,51.9,52.8
2009-06-22,46.85,65.76,68.84,68.84,49.38,50.64
2009-06-23,47.11,65.96,68.95,68.95,50.11,51.21
2009-06-24,46.97,65.72,68.45,68.45,49.6,50.46
2009-06-25,47.43,66.87,69.88,69.88,49.86,50.48
2009-06-26,47.24,65.95,69.05,69.05,49.64,50.31
2009-06-29,47.96,66.88,70.58,70.58,50.79,51.42
2009-06-30,47.68,66.25,69.91,69.91,50.19,50.86
2009-07-01,47.97,66.52,70.56,70.56,50.93,51.38
2009-07-02,47.06,64.42,68.49,68.49,48.86,48.33
2009-07-06,45.93,64.14,68.1,68.1,47.96,48.16
2009-07-07,45.33,62.7,66.56,66.56,46.66,47.08
2009-07-08,45.31,62.78,66.26,66.26,46.89,47.06
2009-07-09,45.54,63.08,65.97,65.97,47.24,47.45
2009-07-10,45.22,61.4,65.12,65.12,46.82,47.25
2009-07-13,46.2,62.44,65.7,65.7,47.51,47.51
2009-07-14,46.4,63.0,66.22,66.22,47.75,47.84
2009-07-15,48.33,64.57,68.44,68.44,49.64,49.8
2009-07-16,48.94,64.89,68.46,68.46,50.24,50.62
2009-07-17,48.72,65.12,68.52,68.52,50.1,50.25
2009-07-20,50.15,65.64,68.94,68.94,51.37,51.39
2009-07-21,49.95,66.25,70.47,70.47,51.36,51.31
2009-07-22,49.66,65.94,69.99,69.99,50.94,50.77
2009-07-23,50.7,67.89,71.61,71.61,51.99,51.72
2009-07-24,50.65,68.43,72.29,72.29,52.24,52.07
2009-07-27,51.34,68.85,72.75,72.75,52.89,52.83
2009-07-28,50.0,68.34,71.89,71.89,52.42,52.68
2009-07-29,49.67,67.12,71.43,71.43,52.46,52.69
2009-07-30,49.87,67.7,70.72,70.72,52.53,52.6
2009-07-31,50.04,69.47,70.39,70.39,52.64,52.53
2009-08-03,52.05,70.4,70.65,70.65,53.56,53.1
2009-08-04,51.72,70.41,70.6,70.6,53.65,53.39
2009-08-05,51.55,69.79,70.03,70.03,51.9,51.6
2009-08-06,50.51,69.25,69.73,69.73,51.91,51.05
2009-08-07,51.11,69.5,69.47,69.47,51.89,51.47
2009-08-10,51.2,69.23,69.18,69.18,51.54,50.99
2009-08-11,50.83,67.94,68.13,68.13,51.76,51.25
2009-08-12,50.3,68.72,69.11,69.11,52.78,52.39
2009-08-13,50.68,68.53,68.75,68.75,52.92,52.33
2009-08-14,50.43,68.63,68.21,68.21,52.69,51.98
2009-08-17,49.18,66.59,66.55,66.55,51.61,50.77
2009-08-18,50.06,66.94,66.49,66.49,52.02,51.22
2009-08-19,50.64,68.16,68.0,68.0,52.77,51.72
2009-08-20,51.15,68.62,68.59,68.59,53.33,52.55
2009-08-21,52.25,69.73,69.92,69.92,55.03,54.17
2009-08-24,51.88,70.76,71.3,71.3,54.93,53.77
2009-08-25,51.93,70.65,70.68,70.68,55.43,54.31
2009-08-26,51.37,71.09,71.37,71.37,55.23,54.09
2009-08-27,51.88,71.0,70.86,70.86,55.75,54.82
2009-08-28,51.98,70.68,70.12,70.12,55.77,54.6
2009-08-31,51.45,69.94,69.15,69.15,55.47,54.14
2009-09-01,50.47,68.48,68.41,68.41,54.31,53.3
2009-09-02,52.53,68.04,68.18,68.18,55.18,54.26
2009-09-03,52.8,68.33,68.26,68.26,55.25,54.32
2009-09-04,53.19,68.96,69.18,69.18,55.68,54.33
2009-09-08,54.16,70.48,70.65,70.65,56.94,55.75
2009-09-09,54.95,70.33,70.5,70.5,57.97,56.36
2009-09-10,55.04,71.45,70.65,70.65,58.6,57.27
2009-09-11,54.58,70.75,69.98,69.98,57.89,56.54
2009-09-14,54.29,71.04,70.0,70.0,58.1,56.37
2009-09-15,54.12,71.63,69.49,69.49,58.36,56.66
2009-09-16,54.65,72.45,70.34,70.34,58.76,57.13
2009-09-17,54.8,71.97,69.84,69.84,58.7,57.14
2009-09-18,54.79,72.64,69.99,69.99,58.7,57.15
2009-09-21,54.41,72.05,69.57,69.57,58.71,56.98
2009-09-22,55.39,72.63,69.83,69.83,59.6,58.07
2009-09-23,54.24,71.37,69.0,69.0,58.65,57.1
2009-09-24,53.19,70.71,68.93,68.93,57.79,56.67
2009-09-25,52.92,70.66,68.7,68.7,57.55,56.31
2009-09-28,53.56,71.7,69.59,69.59,58.22,56.86
2009-09-29,53.61,70.91,69.07,69.07,57.79,56.22
2009-09-30,53.23,70.43,68.61,68.61,57.19,55.77
2009-10-01,51.78,68.81,67.27,67.27,55.74,54.6
2009-10-02,50.73,68.14,66.58,66.58,55.56,54.19
2009-10-05,51.44,69.39,67.58,67.58,55.9,54.56
2009-10-06,52.5,70.56,68.66,68.66,57.08,55.73
2009-10-07,52.23,70.51,68.67,68.67,56.83,55.33
2009-10-08,52.76,71.45,69.05,69.05,57.09,55.73
2009-10-09,52.27,72.76,69.27,69.27,57.35,55.95
2009-10-12,52.64,73.67,70.13,70.13,57.87,56.41
2009-10-13,52.68,74.07,70.26,70.26,58.21,56.56
2009-10-14,53.66,75.46,71.84,71.84,59.96,58.24
2009-10-15,54.76,76.69,72.94,72.94,60.48,58.89
2009-10-16,55.01,76.81,73.12,73.12,61.39,59.74
2009-10-19,56.4,77.66,73.62,73.62,62.37,60.81
2009-10-20,56.18,77.03,73.02,73.02,62.34,60.8
2009-10-21,56.42,76.97,73.31,73.31,62.73,61.27
2009-10-22,56.64,77.29,74.44,74.44,63.06,61.63
2009-10-23,55.42,76.68,73.57,73.57,62.15,60.75
2009-10-26,55.48,75.45,73.23,73.23,61.78,60.42
2009-10-27,57.82,76.59,74.91,74.91,62.76,61.48
2009-10-28,56.82,75.89,73.84,73.84,61.82,60.56
2009-10-29,58.3,77.95,73.96,73.96,61.36,60.13
2009-10-30,56.62,76.54,71.67,71.67,59.41,58.16
2009-11-02,57.27,76.64,72.15,72.15,59.35,58.08
2009-11-03,57.55,76.7,71.74,71.74,60.08,58.65
2009-11-04,57.58,76.28,71.3,71.3,59.37,57.76
2009-11-05,58.53,77.24,72.5,72.5,60.49,58.86
2009-11-06,58.43,77.53,72.58,72.58,60.33,58.72
2009-11-09,59.93,77.66,72.85,72.85,62.07,60.73
2009-11-10,59.13,78.34,72.61,72.61,62.19,60.72
2009-11-11,58.33,78.51,72.91,72.91,62.2,60.67
2009-11-12,57.27,77.42,71.9,71.9,61.24,59.68
2009-11-13,58.35,77.94,72.47,72.47,62.14,60.54
2009-11-16,59.26,78.61,74.43,74.43,62.88,61.35
2009-11-17,59.5,78.81,75.03,75.03,63.18,61.57
2009-11-18,59.24,78.92,75.27,75.27,62.86,61.22
2009-11-19,58.63,77.34,74.65,74.65,61.78,60.15
2009-11-20,57.83,76.77,74.38,74.38,60.66,59.02
2009-11-23,58.64,78.74,75.7,75.7,61.84,59.99
2009-11-24,58.72,79.03,75.97,75.97,61.96,60.03
2009-11-25,59.22,79.64,76.47,76.47,62.26,60.39
2009-11-27,58.11,78.17,74.87,74.87,60.74,58.84
2009-11-30,57.18,78.04,75.07,75.07,59.76,57.84
2009-12-01,58.58,79.06,76.04,76.04,61.03,59.07
2009-12-02,58.64,78.73,75.79,75.79,60.93,58.83
2009-12-03,57.62,77.96,74.99,74.99,60.8,58.61
2009-12-04,57.86,78.07,74.25,74.25,61.14,58.79
2009-12-07,58.17,78.17,73.77,73.77,60.83,58.6
2009-12-08,57.04,76.76,72.95,72.95,59.32,57.26
2009-12-09,56.7,77.06,72.79,72.79,59.59,57.69
2009-12-10,56.39,77.42,72.4,72.4,59.44,57.16
2009-12-11,56.45,77.76,72.83,72.83,59.29,57.22
2009-12-14,56.77,77.26,69.69,69.69,59.77,57.76
2009-12-15,56.43,77.37,69.17,69.17,59.07,57.06
2009-12-16,57.04,77.89,68.43,68.43,59.57,57.47
2009-12-17,55.9,76.78,68.22,68.22,58.15,56.14
2009-12-18,56.18,76.9,68.21,68.21,58.07,55.83
2009-12-21,57.24,77.5,68.51,68.51,59.24,57.02
2009-12-22,57.48,77.49,68.57,68.57,59.94,57.96
2009-12-23,57.91,77.04,68.26,68.26,60.45,58.31
2009-12-24,58.24,77.43,68.66,68.66,60.83,58.7
2009-12-28,58.63,77.77,69.08,69.08,60.86,58.81
2009-12-29,58.05,77.21,68.84,68.84,60.79,58.58
2009-12-30,58.16,77.65,68.77,68.77,60.66,58.61
2009-12-31,57.97,76.99,68.19,68.19,60.11,58.13
2010-01-04,59.15,79.06,69.15,69.15,62.35,60.2
2010-01-05,59.57,79.62,69.42,69.42,62.42,60.22
2010-01-06,59.88,79.63,70.02,70.02,61.91,59.77
2010-01-07,59.86,79.33,69.8,69.8,61.61,59.52
2010-01-08,60.0,79.47,69.52,69.52,61.52,59.24
2010-01-11,61.89,80.88,70.3,70.3,62.48,60.14
2010-01-12,61.5,80.41,69.95,69.95,61.07,58.93
2010-01-13,61.8,79.8,69.67,69.67,61.11,58.82
2010-01-14,61.73,79.55,69.68,69.68,60.96,58.91
2010-01-15,61.64,79.23,69.11,69.11,60.51,58.44
2010-01-19,62.32,79.68,69.27,69.27,61.64,59.57
2010-01-20,61.06,78.15,68.03,68.03,60.38,58.33
2010-01-21,59.57,76.24,66.7,66.7,59.14,57.09
2010-01-22,57.87,74.59,66.1,66.1,57.59,55.49
2010-01-25,58.55,74.55,65.85,65.85,58.34,56.11
2010-01-26,58.49,74.15,65.92,65.92,58.18,56.0
2010-01-27,58.06,73.7,65.54,65.54,57.68,55.72
2010-01-28,57.33,73.24,64.96,64.96,56.42,54.38
2010-01-29,56.12,72.12,64.43,64.43,55.39,53.38
2010-02-01,57.23,73.58,66.18,66.18,56.71,54.53
2010-02-02,55.46,74.45,66.96,66.96,57.26,55.34
2010-02-03,55.17,73.21,66.6,66.6,56.73,54.59
2010-02-04,53.48,71.37,64.72,64.72,54.42,52.32
2010-02-05,53.18,71.18,64.8,64.8,54.38,52.41
2010-02-08,52.43,70.13,64.35,64.35,53.85,51.9
2010-02-09,53.61,71.31,65.2,65.2,55.24,53.14
2010-02-10,53.65,70.75,64.85,64.85,53.77,51.85
2010-02-11,54.8,71.73,65.24,65.24,55.43,53.49
2010-02-12,54.67,71.01,64.8,64.8,54.55,52.53
2010-02-16,55.95,72.99,66.28,66.28,55.75,53.65
2010-02-17,54.24,72.84,65.76,65.76,55.24,53.33
2010-02-18,54.74,73.62,65.96,65.96,55.86,53.89
2010-02-19,54.3,74.05,65.87,65.87,55.7,53.75
2010-02-22,54.25,72.96,65.4,65.4,55.57,53.58
2010-02-23,53.22,72.04,64.94,64.94,54.54,52.59
2010-02-24,53.58,72.34,65.55,65.55,55.38,53.38
2010-02-25,52.89,72.11,65.14,65.14,54.81,52.69
2010-02-26,53.21,72.3,65.0,65.0,54.74,52.62
2010-03-01,53.98,72.81,65.4,65.4,55.38,53.22
2010-03-02,54.0,73.32,65.49,65.49,55.71,53.33
2010-03-03,54.86,73.13,65.43,65.43,56.34,54.12
2010-03-04,55.09,73.08,65.4,65.4,56.06,53.93
2010-03-05,55.78,74.3,66.47,66.47,57.06,54.93
2010-03-08,56.17,74.64,66.48,66.48,57.15,54.89
2010-03-09,56.04,74.3,66.78,66.78,57.24,55.05
2010-03-10,56.19,73.96,67.22,67.22,57.59,55.24
2010-03-11,56.6,73.99,67.22,67.22,58.06,55.75
2010-03-12,56.86,73.72,66.8,66.8,58.25,56.03
2010-03-15,56.58,73.57,66.3,66.3,57.93,55.58
2010-03-16,57.18,73.98,66.57,66.57,59.01,56.79
2010-03-17,58.15,74.67,67.36,67.36,59.9,57.63
2010-03-18,58.15,74.76,67.39,67.39,59.75,57.36
2010-03-19,57.69,74.98,67.04,67.04,58.5,56.13
2010-03-22,57.35,74.46,66.97,66.97,58.26,55.9
2010-03-23,57.95,74.77,66.95,66.95,58.69,56.23
2010-03-24,57.23,73.93,66.5,66.5,57.69,55.41
2010-03-25,56.53,73.8,66.3,66.3,56.94,54.68
2010-03-26,56.69,74.43,66.54,66.54,57.38,55.01
2010-03-29,56.89,75.23,67.3,67.3,57.59,55.14
2010-03-30,56.83,75.3,67.05,67.05,57.54,55.07
2010-03-31,57.07,75.83,66.98,66.98,57.86,55.33
2010-04-01,57.74,76.69,67.61,67.61,58.96,56.3
2010-04-05,58.51,77.66,68.19,68.19,59.55,57.2
2010-04-06,59.36,77.88,67.9,67.9,59.62,57.07
2010-04-07,58.78,77.37,67.34,67.34,58.8,56.44
2010-04-08,58.97,77.66,67.86,67.86,59.31,56.98
2010-04-09,59.46,79.5,68.76,68.76,60.7,58.46
2010-04-12,59.34,80.43,68.71,68.71,60.62,58.39
2010-04-13,59.29,80.21,68.66,68.66,60.66,58.37
2010-04-14,60.0,80.58,68.61,68.61,61.8,59.64
2010-04-15,60.57,81.59,68.26,68.26,61.77,59.64
2010-04-16,59.88,80.75,67.93,67.93,61.11,58.86
2010-04-19,59.48,81.32,68.23,68.23,61.0,58.84
2010-04-20,60.48,82.05,68.97,68.97,61.7,59.6
2010-04-21,60.09,81.92,68.92,68.92,61.55,59.46
2010-04-22,59.55,81.2,68.56,68.56,61.12,58.91
2010-04-23,59.88,82.67,69.24,69.24,61.93,59.79
2010-04-26,57.91,82.59,69.29,69.29,61.18,59.12
2010-04-27,56.33,80.23,68.27,68.27,61.07,58.89
2010-04-28,57.34,80.62,69.19,69.19,62.59,60.55
2010-04-29,52.56,82.29,68.66,68.66,61.69,59.85
2010-04-30,52.15,81.44,67.77,67.77,62.75,60.68
2010-05-03,50.19,82.83,67.84,67.84,61.94,60.15
2010-05-04,51.2,80.76,66.47,66.47,60.09,58.22
2010-05-05,50.99,80.19,66.17,66.17,57.58,55.52
2010-05-06,50.332,77.2,63.89,63.89,55.59,53.75
2010-05-07,49.06,77.1,63.7,63.7,54.14,52.3
2010-05-10,48.75,79.89,65.23,65.23,56.53,54.57
2010-05-11,48.74,79.7,64.46,64.46,56.15,54.16
2010-05-12,48.5,80.06,64.91,64.91,56.13,54.34
2010-05-13,48.1,78.92,64.74,64.74,55.12,53.27
2010-05-14,46.87,77.83,63.6,63.6,54.43,52.55
2010-05-17,46.57,77.73,63.27,63.27,54.06,52.29
2010-05-18,45.38,76.8475,62.79,62.79,52.88,51.12
2010-05-19,45.27,76.6,62.45,62.45,53.6,51.74
2010-05-20,44.58,73.6,60.33,60.33,52.67,50.51
2010-05-21,43.86,74.48,60.88,60.88,52.78,50.96
2010-05-24,41.86,73.44,60.19,60.19,51.09,49.27
2010-05-25,42.56,72.57,59.71,59.71,51.72,49.94
2010-05-26,42.41,71.55,59.31,59.31,50.35,48.73
2010-05-27,45.38,74.36,61.46,61.46,53.01,51.19
2010-05-28,42.95,73.87,60.46,60.46,52.4,50.64
2010-06-01,36.52,72.29,59.25,59.25,52.14,50.4
2010-06-02,37.66,74.13,60.77,60.77,53.81,51.91
2010-06-03,39.27,73.91,61.56,61.56,54.06,52.11
2010-06-04,37.16,71.28,59.525,59.525,51.78,49.99
2010-06-07,36.76,71.35,59.3,59.3,51.19,49.39
2010-06-08,34.6775,71.0225,61.24,61.24,51.87,49.88
2010-06-09,29.2,70.79,60.03,60.03,50.74,48.94
2010-06-10,32.78,74.17,61.89,61.89,52.35,50.26
2010-06-11,33.97,74.06,61.86,61.86,52.4,50.35
2010-06-14,30.67,74.18,61.37,61.37,52.38,50.4
2010-06-15,31.4,75.23,62.51,62.51,54.05,51.9
2010-06-16,31.85,74.95,62.51,62.51,54.5,52.33
2010-06-17,31.71,75.32,62.6,62.6,54.76,52.62
2010-06-18,31.76,75.52,63.1,63.1,54.65,52.31
2010-06-21,30.33,75.72,63.13,63.13,54.44,52.35
2010-06-22,29.68,74.0,61.94,61.94,54.17,51.8
2010-06-23,29.67,72.26,61.1,61.1,54.09,51.91
2010-06-24,28.74,70.83,60.07,60.07,52.83,50.74
2010-06-25,27.02,70.06,59.1,59.1,52.91,50.69
2010-06-28,27.05,69.96,58.47,58.47,52.86,50.93
2010-06-29,27.67,68.36,57.29,57.29,51.19,49.24
2010-06-30,28.88,67.86,57.07,57.07,50.22,48.28
2010-07-01,29.39,67.48,56.61,56.61,49.53,47.43
2010-07-02,29.35,67.31,56.57,56.57,50.01,48.02
2010-07-06,31.91,67.56,57.46,57.46,50.52,48.34
2010-07-07,33.19,69.45,58.43,58.43,51.73,49.46
2010-07-08,33.74,70.41,58.81,58.81,53.32,51.03
2010-07-09,34.05,71.84,58.78,58.78,53.51,51.3
2010-07-12,36.76,71.85,58.94,58.94,53.51,51.09
2010-07-13,36.88,73.23,59.42,59.42,54.9,52.73
2010-07-14,36.18,73.05,59.26,59.26,55.35,53.22
2010-07-15,38.92,73.04,59.27,59.27,55.84,53.82
2010-07-16,37.1,71.5,57.96,57.96,54.71,52.54
2010-07-19,35.75,72.0,58.43,58.43,54.91,52.79
2010-07-20,35.2,73.1,58.95,58.95,54.81,52.65
2010-07-21,36.13,72.17,58.17,58.17,53.87,51.83
2010-07-22,36.23,73.44,59.38,59.38,55.87,53.61
2010-07-23,36.86,73.52,59.72,59.72,56.46,54.4
2010-07-26,38.65,74.62,60.39,60.39,56.64,54.45
2010-07-27,38.0,75.3,60.81,60.81,56.81,54.69
2010-07-28,37.71,75.56,60.91,60.91,55.91,53.49
2010-07-29,38.47,76.02,60.34,60.34,55.98,53.76
2010-07-30,38.47,76.21,59.68,59.68,55.42,53.42
2010-08-02,39.42,77.8,61.94,61.94,57.85,55.89
2010-08-03,40.0,78.66,62.72,62.72,58.56,56.42
2010-08-04,39.39,79.02,62.72,62.72,57.95,55.83
2010-08-05,40.68,79.07,62.71,62.71,57.7,55.59
2010-08-06,41.33,78.73,61.97,61.97,57.83,55.83
2010-08-09,40.86,79.29,62.45,62.45,58.17,56.18
2010-08-10,40.11,79.04,61.93,61.93,58.07,56.12
2010-08-11,38.79,77.13,60.39,60.39,55.94,54.05
2010-08-12,38.38,77.07,60.23,60.23,55.4,53.64
2010-08-13,38.93,77.4,59.91,59.91,55.47,53.74
2010-08-16,38.4,77.71,59.88,59.88,55.46,53.56
2010-08-17,38.05,77.77,60.82,60.82,56.09,54.29
2010-08-18,37.3,77.04,60.15,60.15,56.03,54.12
2010-08-19,36.24,75.84,59.29,59.29,54.46,52.66
2010-08-20,36.4,75.05,58.89,58.89,53.81,52.17
2010-08-23,36.12,75.05,59.5,59.5,53.9,52.32
2010-08-24,34.92,73.78,58.94,58.94,53.17,51.17
2010-08-25,35.25,74.07,58.91,58.91,53.26,51.4
2010-08-26,35.42,73.33,58.48,58.48,52.94,51.33
2010-08-27,35.56,74.93,59.8,59.8,54.23,52.46
2010-08-30,35.26,73.78,59.0,59.0,53.09,51.5
2010-08-31,34.83,74.08,59.11,59.11,53.03,51.33
2010-09-01,36.16,76.77,60.91,60.91,55.03,53.37
2010-09-02,36.57,77.45,61.06,61.06,55.44,53.73
2010-09-03,37.43,78.0,61.32,61.32,56.28,54.63
2010-09-07,37.19,77.05,60.55,60.55,55.24,53.65
2010-09-08,38.37,77.25,60.75,60.75,56.22,54.7
2010-09-09,38.02,77.36,61.05,61.05,56.21,54.67
2010-09-10,38.22,78.82,61.2,61.2,56.66,55.27
2010-09-13,38.35,79.25,61.0,61.0,57.33,55.9
2010-09-14,38.52,79.51,61.01,61.01,57.83,56.2
2010-09-15,38.18,79.21,61.0,61.0,58.34,56.81
2010-09-16,38.27,79.05,60.97,60.97,58.78,57.36
2010-09-17,38.03,78.46,60.78,60.78,58.24,56.82
2010-09-20,38.68,79.9,61.55,61.55,59.39,57.87
2010-09-21,38.59,79.75,61.54,61.54,59.51,57.97
2010-09-22,38.09,79.25,61.45,61.45,59.14,57.56
2010-09-23,38.13,78.54,61.15,61.15,58.95,57.39
2010-09-24,38.46,80.12,61.75,61.75,60.3,58.52
2010-09-27,38.71,80.08,61.71,61.71,60.31,58.57
2010-09-28,39.29,80.88,62.06,62.06,60.54,58.8
2010-09-29,40.0,81.28,61.59,61.59,60.53,58.56
2010-09-30,41.17,81.05,61.79,61.79,60.3,58.79
2010-10-01,41.95,81.95,62.54,62.54,61.78,60.17
2010-10-04,40.82,81.31,62.19,62.19,60.83,59.34
2010-10-05,41.33,83.39,63.26,63.26,62.31,60.35
2010-10-06,41.61,83.89,63.94,63.94,62.54,60.58
2010-10-07,41.52,83.52,63.85,63.85,62.7,60.91
2010-10-08,41.92,83.94,64.38,64.38,62.89,60.89
2010-10-11,41.24,83.71,64.55,64.55,62.87,61.26
2010-10-12,41.26,83.84,64.7,64.7,62.61,61.08
2010-10-13,41.41,83.67,65.04,65.04,63.22,61.74
2010-10-14,41.02,83.9,65.3,65.3,63.65,62.15
2010-10-15,40.62,83.61,65.19,65.19,63.53,61.99
2010-10-18,41.49,84.48,66.28,66.28,64.16,62.63
2010-10-19,40.94,82.79,65.12,65.12,62.26,60.64
2010-10-20,41.1,84.02,66.01,66.01,63.0,61.46
2010-10-21,40.65,84.25,66.32,66.32,62.47,60.77
2010-10-22,40.5,84.55,66.34,66.34,62.87,61.45
2010-10-25,40.21,84.87,66.2,66.2,62.83,61.73
2010-10-26,40.65,85.15,66.53,66.53,63.41,62.5
2010-10-27,40.1,84.31,65.67,65.67,62.75,62.16
2010-10-28,40.6,84.44,66.22,66.22,63.79,63.08
2010-10-29,40.8,82.6,66.49,66.49,64.93,64.32
2010-11-01,40.77,81.45,66.95,66.95,65.5,64.9
2010-11-02,41.42,82.15,67.84,67.84,67.35,66.62
2010-11-03,42.37,82.7,67.97,67.97,67.19,65.84
2010-11-04,43.91,85.14,69.38,69.38,68.29,67.34
2010-11-05,43.79,84.98,70.0,70.0,67.91,66.68
2010-11-08,43.23,84.8,70.32,70.32,66.87,65.96
2010-11-09,43.0,83.56,70.63,70.63,65.63,64.6
2010-11-10,43.53,85.17,71.13,71.13,66.1,65.3
2010-11-11,43.68,86.09,71.83,71.83,66.34,65.34
2010-11-12,42.99,85.44,70.99,70.99,65.85,65.05
2010-11-15,43.04,84.86,70.48,70.48,65.45,64.72
2010-11-16,41.78,82.48,68.94,68.94,64.04,63.14
2010-11-17,41.6,82.46,69.01,69.01,64.32,63.79
2010-11-18,42.21,83.82,70.31,70.31,65.55,64.82
2010-11-19,42.03,83.94,70.54,70.54,65.44,64.6
2010-11-22,41.64,83.45,70.19,70.19,64.32,63.69
2010-11-23,40.89,81.75,68.98,68.98,62.59,61.79
2010-11-24,41.47,82.93,69.88,69.88,63.12,62.63
2010-11-26,40.93,82.05,69.23,69.23,62.23,61.61
2010-11-29,40.59,81.69,69.45,69.45,61.4,60.96
2010-11-30,40.0,80.97,69.56,69.56,60.67,60.31
2010-12-01,40.62,82.7,71.33,71.33,62.29,62.16
2010-12-02,41.32,84.5,71.48,71.48,63.27,63.29
2010-12-03,41.49,84.89,71.19,71.19,63.87,63.55
2010-12-06,42.81,84.95,71.31,71.31,63.84,63.48
2010-12-07,42.89,86.3,71.46,71.46,64.24,63.77
2010-12-08,43.27,86.14,71.85,71.85,64.46,64.2
2010-12-09,42.79,86.65,72.0,72.0,64.29,63.96
2010-12-10,43.24,87.03,72.18,72.18,65.0,64.72
2010-12-13,43.43,88.37,72.36,72.36,65.42,65.32
2010-12-14,44.44,88.38,72.18,72.18,65.96,65.82
2010-12-15,43.86,88.01,71.85,71.85,64.75,64.7
2010-12-16,43.75,89.06,72.22,72.22,64.88,64.82
2010-12-17,43.25,88.49,72.17,72.17,64.34,64.42
2010-12-20,43.68,88.8,72.22,72.22,64.53,64.75
2010-12-21,43.54,89.23,72.72,72.72,65.07,65.07
2010-12-22,43.61,89.92,72.8,72.8,65.44,65.49
2010-12-23,44.0,90.68,73.2,73.2,65.68,65.68
2010-12-27,43.97,90.12,73.01,73.01,66.08,66.06
2010-12-28,44.11,91.19,73.42,73.42,66.29,66.28
2010-12-29,43.95,91.37,73.37,73.37,66.45,66.5
2010-12-30,43.89,91.6,73.36,73.36,66.8,66.5
2010-12-31,44.17,91.25,73.12,73.12,66.78,66.67
2011-01-03,45.15,91.94,74.55,74.55,67.08,67.07
2011-01-04,46.26,91.6,74.9,74.9,67.46,67.76
2011-01-05,46.5,91.44,74.7,74.7,66.85,67.07
2011-01-06,46.23,90.69,75.18,75.18,65.74,65.97
2011-01-07,46.08,91.19,75.59,75.59,65.75,66.23
2011-01-10,46.03,90.41,75.13,75.13,66.6,67.14
2011-01-11,46.83,91.83,75.69,75.69,66.87,67.28
2011-01-12,47.69,92.45,76.58,76.58,67.56,67.73
2011-01-13,47.54,92.18,76.71,76.71,67.52,67.42
2011-01-14,49.25,92.83,77.84,77.84,68.12,67.79
2011-01-18,49.23,93.35,78.71,78.71,68.47,68.53
2011-01-19,48.2,92.97,78.24,78.24,68.28,68.5
2011-01-20,47.57,92.71,77.75,77.75,67.85,67.85
2011-01-21,47.61,93.78,78.98,78.98,68.85,68.92
2011-01-24,48.08,94.1,78.59,78.59,69.53,69.92
2011-01-25,47.21,94.08,78.68,78.68,69.08,69.16
2011-01-26,46.76,94.64,79.66,79.66,69.69,69.72
2011-01-27,46.68,94.75,79.88,79.88,70.72,70.51
