DATE,STATE,PRODUCT,DEMAND
1/1/12,PUEBLA,TOTAL Premium,10039
1/1/12,PUEBLA,TOTAL Diesel,63232
1/1/12,QUERETARO,TOTAL Magna,93563
1/1/12,QUERETARO,TOTAL Premium,7352
1/1/12,QUERETARO,TOTAL Diesel,63355
1/1/12,SAN LUIS POTOSI,TOTAL Magna,73204
1/1/12,SAN LUIS POTOSI,TOTAL Premium,4767
1/1/12,SAN LUIS POTOSI,TOTAL Diesel,54736
1/1/12,SINALOA,TOTAL Magna,117335
1/1/12,SINALOA,TOTAL Premium,13763
1/1/12,SINALOA,TOTAL Diesel,89225
1/1/12,SONORA,TOTAL Magna,102704
1/1/12,SONORA,TOTAL Premium,5183
1/1/12,SONORA,TOTAL Diesel,86256
1/1/12,TABASCO,TOTAL Magna,79783
1/1/12,TABASCO,TOTAL Premium,7685
1/1/12,TABASCO,TOTAL Diesel,35982
1/1/12,TAMAULIPAS,TOTAL Magna,169394
1/1/12,TAMAULIPAS,TOTAL Premium,51935
1/1/12,TAMAULIPAS,TOTAL Diesel,102330
1/1/12,VERACRUZ,TOTAL Magna,192195
1/1/12,VERACRUZ,TOTAL Premium,58503
1/1/12,VERACRUZ,TOTAL Diesel,186890
1/1/12,YUCATAN,TOTAL Magna,110057
1/1/12,YUCATAN,TOTAL Premium,10350
1/1/12,YUCATAN,TOTAL Diesel,51320
1/1/12,ZACATECAS,TOTAL Magna,41075
1/1/12,ZACATECAS,TOTAL Premium,0
1/1/12,ZACATECAS,TOTAL Diesel,16640
2/1/12,AGUASCALIENTES,TOTAL Magna,52758
2/1/12,AGUASCALIENTES,TOTAL Premium,3672
2/1/12,AGUASCALIENTES,TOTAL Diesel,24811
2/1/12,BAJA CALIFORNIA,TOTAL Magna,165254
2/1/12,BAJA CALIFORNIA,TOTAL Premium,20960
2/1/12,BAJA CALIFORNIA,TOTAL Diesel,61990
2/1/12,BAJA CALIFORNIA SUR,TOTAL Magna,23229
2/1/12,BAJA CALIFORNIA SUR,TOTAL Premium,2739
2/1/12,BAJA CALIFORNIA SUR,TOTAL Diesel,10259
2/1/12,CAMPECHE,TOTAL Magna,18071
2/1/12,CAMPECHE,TOTAL Premium,1564
2/1/12,CAMPECHE,TOTAL Diesel,7442
2/1/12,CHIAPAS,TOTAL Magna,86213
2/1/12,CHIAPAS,TOTAL Premium,6850
2/1/12,CHIAPAS,TOTAL Diesel,34342
2/1/12,COAHUILA,TOTAL Magna,65416
2/1/12,COAHUILA,TOTAL Premium,6516
2/1/12,COAHUILA,TOTAL Diesel,61850
2/1/12,CHIHUAHUA,TOTAL Magna,136434
2/1/12,CHIHUAHUA,TOTAL Premium,8464
2/1/12,CHIHUAHUA,TOTAL Diesel,76770
2/1/12,COLIMA,TOTAL Magna,90393
2/1/12,COLIMA,TOTAL Premium,9620
2/1/12,COLIMA,TOTAL Diesel,63745
2/1/12,MEXICO CITY,TOTAL Magna,433225
2/1/12,MEXICO CITY,TOTAL Premium,48073
2/1/12,MEXICO CITY,TOTAL Diesel,120977
2/1/12,DURANGO,TOTAL Magna,77375
2/1/12,DURANGO,TOTAL Premium,7830
2/1/12,DURANGO,TOTAL Diesel,66637
2/1/12,GUANAJUATO,TOTAL Magna,145561
2/1/12,GUANAJUATO,TOTAL Premium,7799
2/1/12,GUANAJUATO,TOTAL Diesel,67490
2/1/12,GUERRERO,TOTAL Magna,54831
2/1/12,GUERRERO,TOTAL Premium,8245
2/1/12,GUERRERO,TOTAL Diesel,19133
2/1/12,HIDALGO,TOTAL Magna,99673
2/1/12,HIDALGO,TOTAL Premium,7145
2/1/12,HIDALGO,TOTAL Diesel,60947
2/1/12,JALISCO,TOTAL Magna,169431
2/1/12,JALISCO,TOTAL Premium,17450
2/1/12,JALISCO,TOTAL Diesel,80197
2/1/12,MEXICO,TOTAL Magna,232781
2/1/12,MEXICO,TOTAL Premium,10404
2/1/12,MEXICO,TOTAL Diesel,79185
2/1/12,MICHOACAN,TOTAL Magna,124557
2/1/12,MICHOACAN,TOTAL Premium,9640
2/1/12,MICHOACAN,TOTAL Diesel,52574
2/1/12,MORELOS,TOTAL Magna,61588
2/1/12,MORELOS,TOTAL Premium,9628
2/1/12,MORELOS,TOTAL Diesel,18421
2/1/12,NAYARIT,TOTAL Magna,17401
2/1/12,NAYARIT,TOTAL Premium,3005
2/1/12,NAYARIT,TOTAL Diesel,6759
2/1/12,NUEVO LEON,TOTAL Magna,176184
2/1/12,NUEVO LEON,TOTAL Premium,21824
2/1/12,NUEVO LEON,TOTAL Diesel,118665
2/1/12,OAXACA,TOTAL Magna,59639
2/1/12,OAXACA,TOTAL Premium,5903
2/1/12,OAXACA,TOTAL Diesel,27872
2/1/12,PUEBLA,TOTAL Magna,145790
2/1/12,PUEBLA,TOTAL Premium,9610
2/1/12,PUEBLA,TOTAL Diesel,64171
2/1/12,QUERETARO,TOTAL Magna,88612
2/1/12,QUERETARO,TOTAL Premium,7160
2/1/12,QUERETARO,TOTAL Diesel,74257
2/1/12,SAN LUIS POTOSI,TOTAL Magna,68823
2/1/12,SAN LUIS POTOSI,TOTAL Premium,4383
2/1/12,SAN LUIS POTOSI,TOTAL Diesel,50086
2/1/12,SINALOA,TOTAL Magna,114036
2/1/12,SINALOA,TOTAL Premium,13171
2/1/12,SINALOA,TOTAL Diesel,87628
2/1/12,SONORA,TOTAL Magna,99530
2/1/12,SONORA,TOTAL Premium,4529
2/1/12,SONORA,TOTAL Diesel,86434
2/1/12,TABASCO,TOTAL Magna,73973
2/1/12,TABASCO,TOTAL Premium,7103
2/1/12,TABASCO,TOTAL Diesel,37370
2/1/12,TAMAULIPAS,TOTAL Magna,154215
2/1/12,TAMAULIPAS,TOTAL Premium,48978
2/1/12,TAMAULIPAS,TOTAL Diesel,87359
2/1/12,VERACRUZ,TOTAL Magna,179153
2/1/12,VERACRUZ,TOTAL Premium,55633
2/1/12,VERACRUZ,TOTAL Diesel,177863
2/1/12,YUCATAN,TOTAL Magna,108181
2/1/12,YUCATAN,TOTAL Premium,10170
2/1/12,YUCATAN,TOTAL Diesel,47606
2/1/12,ZACATECAS,TOTAL Magna,38141
2/1/12,ZACATECAS,TOTAL Premium,0
2/1/12,ZACATECAS,TOTAL Diesel,17222
3/1/12,AGUASCALIENTES,TOTAL Magna,56725
3/1/12,AGUASCALIENTES,TOTAL Premium,4853
3/1/12,AGUASCALIENTES,TOTAL Diesel,26872
3/1/12,BAJA CALIFORNIA,TOTAL Magna,183316
3/1/12,BAJA CALIFORNIA,TOTAL Premium,25338
3/1/12,BAJA CALIFORNIA,TOTAL Diesel,70763
3/1/12,BAJA CALIFORNIA SUR,TOTAL Magna,24957
3/1/12,BAJA CALIFORNIA SUR,TOTAL Premium,2930
3/1/12,BAJA CALIFORNIA SUR,TOTAL Diesel,12208
3/1/12,CAMPECHE,TOTAL Magna,22154
3/1/12,CAMPECHE,TOTAL Premium,1650
3/1/12,CAMPECHE,TOTAL Diesel,8195
3/1/12,CHIAPAS,TOTAL Magna,88211
3/1/12,CHIAPAS,TOTAL Premium,7684
3/1/12,CHIAPAS,TOTAL Diesel,34666
3/1/12,COAHUILA,TOTAL Magna,71331
3/1/12,COAHUILA,TOTAL Premium,7281
3/1/12,COAHUILA,TOTAL Diesel,68837
3/1/12,CHIHUAHUA,TOTAL Magna,148523
3/1/12,CHIHUAHUA,TOTAL Premium,10399
3/1/12,CHIHUAHUA,TOTAL Diesel,84401
3/1/12,COLIMA,TOTAL Magna,104302
3/1/12,COLIMA,TOTAL Premium,10572
3/1/12,COLIMA,TOTAL Diesel,76077
3/1/12,MEXICO CITY,TOTAL Magna,469485
3/1/12,MEXICO CITY,TOTAL Premium,54474
3/1/12,MEXICO CITY,TOTAL Diesel,135641
3/1/12,DURANGO,TOTAL Magna,84703
3/1/12,DURANGO,TOTAL Premium,8717
3/1/12,DURANGO,TOTAL Diesel,73174
3/1/12,GUANAJUATO,TOTAL Magna,156154
3/1/12,GUANAJUATO,TOTAL Premium,9114
3/1/12,GUANAJUATO,TOTAL Diesel,81159
3/1/12,GUERRERO,TOTAL Magna,60332
3/1/12,GUERRERO,TOTAL Premium,9407
3/1/12,GUERRERO,TOTAL Diesel,20670
3/1/12,HIDALGO,TOTAL Magna,110458
3/1/12,HIDALGO,TOTAL Premium,7921
3/1/12,HIDALGO,TOTAL Diesel,70520
3/1/12,JALISCO,TOTAL Magna,177057
3/1/12,JALISCO,TOTAL Premium,19960
3/1/12,JALISCO,TOTAL Diesel,88955
3/1/12,MEXICO,TOTAL Magna,253404
3/1/12,MEXICO,TOTAL Premium,12243
3/1/12,MEXICO,TOTAL Diesel,88723
3/1/12,MICHOACAN,TOTAL Magna,136554
3/1/12,MICHOACAN,TOTAL Premium,11617
3/1/12,MICHOACAN,TOTAL Diesel,62516
3/1/12,MORELOS,TOTAL Magna,64707
3/1/12,MORELOS,TOTAL Premium,10892
3/1/12,MORELOS,TOTAL Diesel,18740
3/1/12,NAYARIT,TOTAL Magna,19480
3/1/12,NAYARIT,TOTAL Premium,3592
3/1/12,NAYARIT,TOTAL Diesel,7712
3/1/12,NUEVO LEON,TOTAL Magna,195736
3/1/12,NUEVO LEON,TOTAL Premium,25926
3/1/12,NUEVO LEON,TOTAL Diesel,136634
3/1/12,OAXACA,TOTAL Magna,64703
3/1/12,OAXACA,TOTAL Premium,6795
3/1/12,OAXACA,TOTAL Diesel,29635
3/1/12,PUEBLA,TOTAL Magna,160624
3/1/12,PUEBLA,TOTAL Premium,10365
3/1/12,PUEBLA,TOTAL Diesel,71864
3/1/12,QUERETARO,TOTAL Magna,98358
3/1/12,QUERETARO,TOTAL Premium,8147
3/1/12,QUERETARO,TOTAL Diesel,71527
3/1/12,SAN LUIS POTOSI,TOTAL Magna,74565
3/1/12,SAN LUIS POTOSI,TOTAL Premium,5314
3/1/12,SAN LUIS POTOSI,TOTAL Diesel,58184
3/1/12,SINALOA,TOTAL Magna,124372
3/1/12,SINALOA,TOTAL Premium,15356
3/1/12,SINALOA,TOTAL Diesel,91262
3/1/12,SONORA,TOTAL Magna,109752
3/1/12,SONORA,TOTAL Premium,5784
3/1/12,SONORA,TOTAL Diesel,93105
3/1/12,TABASCO,TOTAL Magna,83050
3/1/12,TABASCO,TOTAL Premium,8863
3/1/12,TABASCO,TOTAL Diesel,42502
3/1/12,TAMAULIPAS,TOTAL Magna,174160
3/1/12,TAMAULIPAS,TOTAL Premium,57411
3/1/12,TAMAULIPAS,TOTAL Diesel,110173
3/1/12,VERACRUZ,TOTAL Magna,203609
3/1/12,VERACRUZ,TOTAL Premium,65403
3/1/12,VERACRUZ,TOTAL Diesel,218535
3/1/12,YUCATAN,TOTAL Magna,118226
3/1/12,YUCATAN,TOTAL Premium,11851
3/1/12,YUCATAN,TOTAL Diesel,50896
3/1/12,ZACATECAS,TOTAL Magna,41638
3/1/12,ZACATECAS,TOTAL Premium,0
3/1/12,ZACATECAS,TOTAL Diesel,17957
4/1/12,AGUASCALIENTES,TOTAL Magna,52815
4/1/12,AGUASCALIENTES,TOTAL Premium,4712
4/1/12,AGUASCALIENTES,TOTAL Diesel,24226
4/1/12,BAJA CALIFORNIA,TOTAL Magna,168529
4/1/12,BAJA CALIFORNIA,TOTAL Premium,24530
4/1/12,BAJA CALIFORNIA,TOTAL Diesel,65005
4/1/12,BAJA CALIFORNIA SUR,TOTAL Magna,23813
4/1/12,BAJA CALIFORNIA SUR,TOTAL Premium,2822
4/1/12,BAJA CALIFORNIA SUR,TOTAL Diesel,11052
4/1/12,CAMPECHE,TOTAL Magna,22143
4/1/12,CAMPECHE,TOTAL Premium,2068
4/1/12,CAMPECHE,TOTAL Diesel,6328
4/1/12,CHIAPAS,TOTAL Magna,89366
4/1/12,CHIAPAS,TOTAL Premium,7755
4/1/12,CHIAPAS,TOTAL Diesel,34617
4/1/12,COAHUILA,TOTAL Magna,67309
4/1/12,COAHUILA,TOTAL Premium,7320
4/1/12,COAHUILA,TOTAL Diesel,63139
4/1/12,CHIHUAHUA,TOTAL Magna,136219
4/1/12,CHIHUAHUA,TOTAL Premium,10010
4/1/12,CHIHUAHUA,TOTAL Diesel,77815
4/1/12,COLIMA,TOTAL Magna,98643
4/1/12,COLIMA,TOTAL Premium,10316
4/1/12,COLIMA,TOTAL Diesel,73720
4/1/12,MEXICO CITY,TOTAL Magna,409813
4/1/12,MEXICO CITY,TOTAL Premium,48443
4/1/12,MEXICO CITY,TOTAL Diesel,125395
4/1/12,DURANGO,TOTAL Magna,79281
4/1/12,DURANGO,TOTAL Premium,8806
4/1/12,DURANGO,TOTAL Diesel,65829
4/1/12,GUANAJUATO,TOTAL Magna,141762
4/1/12,GUANAJUATO,TOTAL Premium,8109
4/1/12,GUANAJUATO,TOTAL Diesel,76327
4/1/12,GUERRERO,TOTAL Magna,58460
4/1/12,GUERRERO,TOTAL Premium,9808
4/1/12,GUERRERO,TOTAL Diesel,19697
4/1/12,HIDALGO,TOTAL Magna,102637
4/1/12,HIDALGO,TOTAL Premium,8865
4/1/12,HIDALGO,TOTAL Diesel,62215
4/1/12,JALISCO,TOTAL Magna,156436
4/1/12,JALISCO,TOTAL Premium,19810
4/1/12,JALISCO,TOTAL Diesel,76455
4/1/12,MEXICO,TOTAL Magna,228095
4/1/12,MEXICO,TOTAL Premium,11789
4/1/12,MEXICO,TOTAL Diesel,80105
4/1/12,MICHOACAN,TOTAL Magna,127812
4/1/12,MICHOACAN,TOTAL Premium,11747
4/1/12,MICHOACAN,TOTAL Diesel,58869
4/1/12,MORELOS,TOTAL Magna,59267
4/1/12,MORELOS,TOTAL Premium,10687
4/1/12,MORELOS,TOTAL Diesel,18258
4/1/12,NAYARIT,TOTAL Magna,18468
4/1/12,NAYARIT,TOTAL Premium,3803
4/1/12,NAYARIT,TOTAL Diesel,6653
4/1/12,NUEVO LEON,TOTAL Magna,176928
4/1/12,NUEVO LEON,TOTAL Premium,23641
4/1/12,NUEVO LEON,TOTAL Diesel,122190
4/1/12,OAXACA,TOTAL Magna,63617
4/1/12,OAXACA,TOTAL Premium,7505
4/1/12,OAXACA,TOTAL Diesel,30294
4/1/12,PUEBLA,TOTAL Magna,148273
4/1/12,PUEBLA,TOTAL Premium,10905
4/1/12,PUEBLA,TOTAL Diesel,64892
4/1/12,QUERETARO,TOTAL Magna,89130
4/1/12,QUERETARO,TOTAL Premium,7882
4/1/12,QUERETARO,TOTAL Diesel,63580
4/1/12,SAN LUIS POTOSI,TOTAL Magna,71777
4/1/12,SAN LUIS POTOSI,TOTAL Premium,5263
4/1/12,SAN LUIS POTOSI,TOTAL Diesel,55278
4/1/12,SINALOA,TOTAL Magna,118017
4/1/12,SINALOA,TOTAL Premium,15892
4/1/12,SINALOA,TOTAL Diesel,78666
4/1/12,SONORA,TOTAL Magna,104936
4/1/12,SONORA,TOTAL Premium,6158
4/1/12,SONORA,TOTAL Diesel,86083
4/1/12,TABASCO,TOTAL Magna,77687
4/1/12,TABASCO,TOTAL Premium,8732
4/1/12,TABASCO,TOTAL Diesel,39967
4/1/12,TAMAULIPAS,TOTAL Magna,163401
4/1/12,TAMAULIPAS,TOTAL Premium,54001
4/1/12,TAMAULIPAS,TOTAL Diesel,93475
4/1/12,VERACRUZ,TOTAL Magna,193341
4/1/12,VERACRUZ,TOTAL Premium,62602
4/1/12,VERACRUZ,TOTAL Diesel,188887
4/1/12,YUCATAN,TOTAL Magna,107599
4/1/12,YUCATAN,TOTAL Premium,12155
4/1/12,YUCATAN,TOTAL Diesel,48983
4/1/12,ZACATECAS,TOTAL Magna,38968
4/1/12,ZACATECAS,TOTAL Premium,0
4/1/12,ZACATECAS,TOTAL Diesel,15579
5/1/12,AGUASCALIENTES,TOTAL Magna,56866
5/1/12,AGUASCALIENTES,TOTAL Premium,5609
5/1/12,AGUASCALIENTES,TOTAL Diesel,27971
5/1/12,BAJA CALIFORNIA,TOTAL Magna,183466
5/1/12,BAJA CALIFORNIA,TOTAL Premium,28639
5/1/12,BAJA CALIFORNIA,TOTAL Diesel,76103
5/1/12,BAJA CALIFORNIA SUR,TOTAL Magna,25889
5/1/12,BAJA CALIFORNIA SUR,TOTAL Premium,3412
5/1/12,BAJA CALIFORNIA SUR,TOTAL Diesel,15107
5/1/12,CAMPECHE,TOTAL Magna,23542
5/1/12,CAMPECHE,TOTAL Premium,2308
5/1/12,CAMPECHE,TOTAL Diesel,9268
5/1/12,CHIAPAS,TOTAL Magna,94427
5/1/12,CHIAPAS,TOTAL Premium,9621
5/1/12,CHIAPAS,TOTAL Diesel,35628
5/1/12,COAHUILA,TOTAL Magna,73110
5/1/12,COAHUILA,TOTAL Premium,9371
5/1/12,COAHUILA,TOTAL Diesel,66476
5/1/12,CHIHUAHUA,TOTAL Magna,147723
5/1/12,CHIHUAHUA,TOTAL Premium,12319
5/1/12,CHIHUAHUA,TOTAL Diesel,87680
5/1/12,COLIMA,TOTAL Magna,96116
5/1/12,COLIMA,TOTAL Premium,12338
5/1/12,COLIMA,TOTAL Diesel,74723
5/1/12,MEXICO CITY,TOTAL Magna,459532
5/1/12,MEXICO CITY,TOTAL Premium,58629
5/1/12,MEXICO CITY,TOTAL Diesel,138104
5/1/12,DURANGO,TOTAL Magna,85672
5/1/12,DURANGO,TOTAL Premium,10686
5/1/12,DURANGO,TOTAL Diesel,72701
5/1/12,GUANAJUATO,TOTAL Magna,156609
5/1/12,GUANAJUATO,TOTAL Premium,10361
5/1/12,GUANAJUATO,TOTAL Diesel,85839
5/1/12,GUERRERO,TOTAL Magna,59548
5/1/12,GUERRERO,TOTAL Premium,10519
5/1/12,GUERRERO,TOTAL Diesel,21431
5/1/12,HIDALGO,TOTAL Magna,108447
5/1/12,HIDALGO,TOTAL Premium,10403
5/1/12,HIDALGO,TOTAL Diesel,77212
5/1/12,JALISCO,TOTAL Magna,182695
5/1/12,JALISCO,TOTAL Premium,22527
5/1/12,JALISCO,TOTAL Diesel,94388
5/1/12,MEXICO,TOTAL Magna,247931
5/1/12,MEXICO,TOTAL Premium,14325
5/1/12,MEXICO,TOTAL Diesel,89315
5/1/12,MICHOACAN,TOTAL Magna,135512
5/1/12,MICHOACAN,TOTAL Premium,12890
5/1/12,MICHOACAN,TOTAL Diesel,69014
5/1/12,MORELOS,TOTAL Magna,64905
5/1/12,MORELOS,TOTAL Premium,11955
5/1/12,MORELOS,TOTAL Diesel,20929
5/1/12,NAYARIT,TOTAL Magna,19557
5/1/12,NAYARIT,TOTAL Premium,4116
5/1/12,NAYARIT,TOTAL Diesel,7535
5/1/12,NUEVO LEON,TOTAL Magna,198299
5/1/12,NUEVO LEON,TOTAL Premium,29306
5/1/12,NUEVO LEON,TOTAL Diesel,141657
5/1/12,OAXACA,TOTAL Magna,63855
5/1/12,OAXACA,TOTAL Premium,7566
5/1/12,OAXACA,TOTAL Diesel,31626
5/1/12,PUEBLA,TOTAL Magna,157973
5/1/12,PUEBLA,TOTAL Premium,12656
5/1/12,PUEBLA,TOTAL Diesel,71090
5/1/12,QUERETARO,TOTAL Magna,97743
5/1/12,QUERETARO,TOTAL Premium,9072
5/1/12,QUERETARO,TOTAL Diesel,70317
5/1/12,SAN LUIS POTOSI,TOTAL Magna,76345
5/1/12,SAN LUIS POTOSI,TOTAL Premium,5866
5/1/12,SAN LUIS POTOSI,TOTAL Diesel,56976
5/1/12,SINALOA,TOTAL Magna,120997
5/1/12,SINALOA,TOTAL Premium,17309
5/1/12,SINALOA,TOTAL Diesel,91984
5/1/12,SONORA,TOTAL Magna,112001
5/1/12,SONORA,TOTAL Premium,6715
5/1/12,SONORA,TOTAL Diesel,105201
5/1/12,TABASCO,TOTAL Magna,84053
5/1/12,TABASCO,TOTAL Premium,11080
5/1/12,TABASCO,TOTAL Diesel,44494
5/1/12,TAMAULIPAS,TOTAL Magna,175288
5/1/12,TAMAULIPAS,TOTAL Premium,59901
5/1/12,TAMAULIPAS,TOTAL Diesel,94864
5/1/12,VERACRUZ,TOTAL Magna,199817
5/1/12,VERACRUZ,TOTAL Premium,69661
5/1/12,VERACRUZ,TOTAL Diesel,202251
5/1/12,YUCATAN,TOTAL Magna,114043
5/1/12,YUCATAN,TOTAL Premium,13364
5/1/12,YUCATAN,TOTAL Diesel,60393
5/1/12,ZACATECAS,TOTAL Magna,42494
5/1/12,ZACATECAS,TOTAL Premium,0
5/1/12,ZACATECAS,TOTAL Diesel,18952
6/1/12,AGUASCALIENTES,TOTAL Magna,55621
6/1/12,AGUASCALIENTES,TOTAL Premium,5423
6/1/12,AGUASCALIENTES,TOTAL Diesel,27469
6/1/12,BAJA CALIFORNIA,TOTAL Magna,178100
6/1/12,BAJA CALIFORNIA,TOTAL Premium,28416
6/1/12,BAJA CALIFORNIA,TOTAL Diesel,73708
6/1/12,BAJA CALIFORNIA SUR,TOTAL Magna,25121
6/1/12,BAJA CALIFORNIA SUR,TOTAL Premium,3256
6/1/12,BAJA CALIFORNIA SUR,TOTAL Diesel,15543
6/1/12,CAMPECHE,TOTAL Magna,21047
6/1/12,CAMPECHE,TOTAL Premium,1990
6/1/12,CAMPECHE,TOTAL Diesel,8582
6/1/12,CHIAPAS,TOTAL Magna,88447
6/1/12,CHIAPAS,TOTAL Premium,8602
6/1/12,CHIAPAS,TOTAL Diesel,31448
6/1/12,COAHUILA,TOTAL Magna,70549
6/1/12,COAHUILA,TOTAL Premium,8657
6/1/12,COAHUILA,TOTAL Diesel,61747
6/1/12,CHIHUAHUA,TOTAL Magna,143966
6/1/12,CHIHUAHUA,TOTAL Premium,12934
6/1/12,CHIHUAHUA,TOTAL Diesel,87608
6/1/12,COLIMA,TOTAL Magna,91973
6/1/12,COLIMA,TOTAL Premium,12140
6/1/12,COLIMA,TOTAL Diesel,74155
6/1/12,MEXICO CITY,TOTAL Magna,447344
6/1/12,MEXICO CITY,TOTAL Premium,58094
6/1/12,MEXICO CITY,TOTAL Diesel,134672
6/1/12,DURANGO,TOTAL Magna,83801
6/1/12,DURANGO,TOTAL Premium,10587
6/1/12,DURANGO,TOTAL Diesel,71082
6/1/12,GUANAJUATO,TOTAL Magna,150969
6/1/12,GUANAJUATO,TOTAL Premium,10481
6/1/12,GUANAJUATO,TOTAL Diesel,76461
6/1/12,GUERRERO,TOTAL Magna,54411
6/1/12,GUERRERO,TOTAL Premium,9320
6/1/12,GUERRERO,TOTAL Diesel,19402
6/1/12,HIDALGO,TOTAL Magna,117993
6/1/12,HIDALGO,TOTAL Premium,10247
6/1/12,HIDALGO,TOTAL Diesel,81469
6/1/12,JALISCO,TOTAL Magna,175797
6/1/12,JALISCO,TOTAL Premium,22076
6/1/12,JALISCO,TOTAL Diesel,88727
6/1/12,MEXICO,TOTAL Magna,237386
6/1/12,MEXICO,TOTAL Premium,14288
6/1/12,MEXICO,TOTAL Diesel,83364
6/1/12,MICHOACAN,TOTAL Magna,127919
6/1/12,MICHOACAN,TOTAL Premium,12729
6/1/12,MICHOACAN,TOTAL Diesel,58990
6/1/12,MORELOS,TOTAL Magna,62110
6/1/12,MORELOS,TOTAL Premium,11509
6/1/12,MORELOS,TOTAL Diesel,19404
6/1/12,NAYARIT,TOTAL Magna,18778
6/1/12,NAYARIT,TOTAL Premium,4398
6/1/12,NAYARIT,TOTAL Diesel,7071
6/1/12,NUEVO LEON,TOTAL Magna,195866
6/1/12,NUEVO LEON,TOTAL Premium,31297
6/1/12,NUEVO LEON,TOTAL Diesel,152241
6/1/12,OAXACA,TOTAL Magna,58227
6/1/12,OAXACA,TOTAL Premium,7147
6/1/12,OAXACA,TOTAL Diesel,28907
6/1/12,PUEBLA,TOTAL Magna,139259
6/1/12,PUEBLA,TOTAL Premium,12639
6/1/12,PUEBLA,TOTAL Diesel,63509
6/1/12,QUERETARO,TOTAL Magna,84520
6/1/12,QUERETARO,TOTAL Premium,9297
6/1/12,QUERETARO,TOTAL Diesel,57912
6/1/12,SAN LUIS POTOSI,TOTAL Magna,74554
6/1/12,SAN LUIS POTOSI,TOTAL Premium,6073
6/1/12,SAN LUIS POTOSI,TOTAL Diesel,55779
6/1/12,SINALOA,TOTAL Magna,118275
6/1/12,SINALOA,TOTAL Premium,17134
6/1/12,SINALOA,TOTAL Diesel,94348
6/1/12,SONORA,TOTAL Magna,106950
6/1/12,SONORA,TOTAL Premium,6798
6/1/12,SONORA,TOTAL Diesel,103333
6/1/12,TABASCO,TOTAL Magna,81714
6/1/12,TABASCO,TOTAL Premium,10385
6/1/12,TABASCO,TOTAL Diesel,42695
6/1/12,TAMAULIPAS,TOTAL Magna,169934
6/1/12,TAMAULIPAS,TOTAL Premium,58587
6/1/12,TAMAULIPAS,TOTAL Diesel,88729
6/1/12,VERACRUZ,TOTAL Magna,194731
6/1/12,VERACRUZ,TOTAL Premium,68684
6/1/12,VERACRUZ,TOTAL Diesel,193871
6/1/12,YUCATAN,TOTAL Magna,110476
6/1/12,YUCATAN,TOTAL Premium,12936
6/1/12,YUCATAN,TOTAL Diesel,61728
6/1/12,ZACATECAS,TOTAL Magna,41816
6/1/12,ZACATECAS,TOTAL Premium,0
6/1/12,ZACATECAS,TOTAL Diesel,20316
7/1/12,AGUASCALIENTES,TOTAL Magna,52554
7/1/12,AGUASCALIENTES,TOTAL Premium,6587
7/1/12,AGUASCALIENTES,TOTAL Diesel,26867
7/1/12,BAJA CALIFORNIA,TOTAL Magna,171493
7/1/12,BAJA CALIFORNIA,TOTAL Premium,28310
7/1/12,BAJA CALIFORNIA,TOTAL Diesel,71624
7/1/12,BAJA CALIFORNIA SUR,TOTAL Magna,26096
7/1/12,BAJA CALIFORNIA SUR,TOTAL Premium,3822
7/1/12,BAJA CALIFORNIA SUR,TOTAL Diesel,15258
7/1/12,CAMPECHE,TOTAL Magna,19144
7/1/12,CAMPECHE,TOTAL Premium,2545
7/1/12,CAMPECHE,TOTAL Diesel,7928
7/1/12,CHIAPAS,TOTAL Magna,85544
7/1/12,CHIAPAS,TOTAL Premium,9473
7/1/12,CHIAPAS,TOTAL Diesel,32753
7/1/12,COAHUILA,TOTAL Magna,71936
7/1/12,COAHUILA,TOTAL Premium,10401
7/1/12,COAHUILA,TOTAL Diesel,58009
7/1/12,CHIHUAHUA,TOTAL Magna,138923
7/1/12,CHIHUAHUA,TOTAL Premium,13433
7/1/12,CHIHUAHUA,TOTAL Diesel,86124
7/1/12,COLIMA,TOTAL Magna,91986
7/1/12,COLIMA,TOTAL Premium,12783
7/1/12,COLIMA,TOTAL Diesel,66910
7/1/12,MEXICO CITY,TOTAL Magna,435335
7/1/12,MEXICO CITY,TOTAL Premium,56485
7/1/12,MEXICO CITY,TOTAL Diesel,134697
7/1/12,DURANGO,TOTAL Magna,89197
7/1/12,DURANGO,TOTAL Premium,11591
7/1/12,DURANGO,TOTAL Diesel,76684
7/1/12,GUANAJUATO,TOTAL Magna,148754
7/1/12,GUANAJUATO,TOTAL Premium,10535
7/1/12,GUANAJUATO,TOTAL Diesel,74653
7/1/12,GUERRERO,TOTAL Magna,55119
7/1/12,GUERRERO,TOTAL Premium,10494
7/1/12,GUERRERO,TOTAL Diesel,18732
7/1/12,HIDALGO,TOTAL Magna,121918
7/1/12,HIDALGO,TOTAL Premium,11109
7/1/12,HIDALGO,TOTAL Diesel,77823
7/1/12,JALISCO,TOTAL Magna,171945
7/1/12,JALISCO,TOTAL Premium,22635
7/1/12,JALISCO,TOTAL Diesel,83998
7/1/12,MEXICO,TOTAL Magna,230071
7/1/12,MEXICO,TOTAL Premium,14569
7/1/12,MEXICO,TOTAL Diesel,79381
7/1/12,MICHOACAN,TOTAL Magna,125803
7/1/12,MICHOACAN,TOTAL Premium,13603
7/1/12,MICHOACAN,TOTAL Diesel,55798
7/1/12,MORELOS,TOTAL Magna,61326
7/1/12,MORELOS,TOTAL Premium,11773
